@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
2.0,7.0,0.0,0.0,4.0,2.0,1.0,16.0,19.01,1817.13,0.06,43.0,0.1,100.95,185.84,16.0,27.0,9.0,11.0,20.0,Y
1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,5.33,12.0,0.0,4.0,0.67,0.67,8.0,1.0,3.0,1.0,3.0,5.0,N
4.0,1.0,0.0,0.0,1.0,1.0,1.0,7.0,11.26,1125.88,0.04,27.0,0.1,62.55,112.59,10.0,17.0,6.0,12.0,13.0,N
5.0,3.0,0.0,4.0,2.0,1.0,1.0,13.0,16.1,3622.21,0.08,52.0,0.07,201.23,241.48,20.0,32.0,10.0,15.0,24.0,N
14.0,9.0,0.0,0.0,5.0,4.0,1.0,55.0,77.97,36210.9,0.56,279.0,0.05,2011.72,1680.24,132.0,147.0,49.0,16.0,71.0,Y
3.0,15.0,0.0,0.0,8.0,1.0,7.0,23.0,31.38,20028.89,0.26,150.0,0.04,1112.72,792.81,48.0,102.0,19.0,20.0,28.0,Y
5.0,3.0,0.0,0.0,2.0,1.0,1.0,13.0,17.24,2693.67,0.07,47.0,0.08,149.65,215.49,15.0,32.0,9.0,15.0,20.0,N
2.0,5.0,0.0,0.0,3.0,1.0,1.0,8.0,12.48,866.67,0.03,26.0,0.12,48.15,104.0,10.0,16.0,6.0,10.0,12.0,N
4.0,3.0,0.0,6.0,2.0,2.0,1.0,18.0,43.13,2477.56,0.11,68.0,0.13,137.64,326.9,32.0,36.0,19.0,9.0,30.0,N
2.0,11.0,0.0,0.0,6.0,3.0,6.0,27.0,15.61,7932.88,0.12,74.0,0.04,440.72,351.86,31.0,43.0,11.0,16.0,36.0,Y
21.0,5.0,0.0,11.0,3.0,2.0,1.0,15.0,15.95,1172.07,0.05,35.0,0.12,65.11,136.74,15.0,20.0,7.0,8.0,49.0,Y
9.0,13.0,0.0,0.0,7.0,7.0,3.0,21.0,45.99,12070.13,0.25,140.0,0.06,670.56,745.07,54.0,86.0,25.0,15.0,32.0,N
1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,12.18,109.62,0.01,11.0,0.33,6.09,36.54,4.0,7.0,4.0,6.0,6.0,Y
0.0,3.0,0.0,0.0,2.0,1.0,1.0,5.0,13.45,174.36,0.02,14.0,0.28,9.69,48.43,6.0,8.0,5.0,6.0,7.0,Y
5.0,1.0,0.0,2.0,1.0,1.0,1.0,9.0,14.71,1471.49,0.05,36.0,0.1,81.75,147.15,14.0,22.0,7.0,10.0,18.0,N
3.0,5.0,0.0,0.0,3.0,2.0,1.0,22.0,27.43,21148.47,0.25,151.0,0.04,1174.92,761.7,59.0,92.0,17.0,16.0,27.0,Y
3.0,10.0,1.0,12.0,6.0,4.0,4.0,37.0,22.6,29523.23,0.27,158.0,0.03,1640.18,816.85,46.0,112.0,14.0,22.0,55.0,Y
7.0,7.0,0.0,1.0,4.0,1.0,1.0,22.0,22.01,5893.69,0.12,82.0,0.06,327.43,360.17,36.0,46.0,11.0,10.0,32.0,N
0.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,17.79,151.35,0.02,15.0,0.34,8.41,51.89,7.0,8.0,6.0,5.0,8.0,Y
3.0,5.0,0.0,4.0,3.0,2.0,1.0,17.0,21.06,5848.95,0.12,73.0,0.06,324.94,350.94,25.0,48.0,12.0,16.0,26.0,Y
7.0,7.0,0.0,3.0,4.0,1.0,3.0,43.0,28.38,31685.92,0.32,188.0,0.03,1760.33,948.35,71.0,117.0,17.0,16.0,55.0,Y
2.0,3.0,0.0,6.0,2.0,2.0,1.0,82.0,201.19,100260.48,1.5,676.0,0.04,5570.03,4491.25,253.0,423.0,85.0,15.0,92.0,N
3.0,3.0,0.0,2.0,2.0,2.0,1.0,62.0,473.41,33357.64,1.32,586.0,0.12,1853.2,3973.88,291.0,295.0,104.0,6.0,69.0,Y
0.0,3.0,0.0,0.0,2.0,2.0,1.0,8.0,24.91,155.67,0.02,18.0,0.4,8.65,62.27,6.0,12.0,6.0,5.0,10.0,Y
14.0,5.0,4.0,11.0,3.0,3.0,1.0,21.0,87.9,6115.74,0.24,128.0,0.12,339.76,733.17,57.0,71.0,41.0,12.0,52.0,Y
3.0,3.0,0.0,0.0,2.0,2.0,1.0,10.0,27.96,1524.47,0.07,47.0,0.14,84.69,206.44,24.0,23.0,13.0,8.0,15.0,Y
15.0,35.0,3.0,16.0,18.0,9.0,15.0,86.0,62.19,111559.54,0.88,439.0,0.02,6197.75,2634.0,151.0,288.0,41.0,23.0,122.0,Y
14.0,77.0,4.0,33.0,39.0,16.0,34.0,98.0,55.35,114594.34,0.84,444.0,0.02,6366.35,2518.56,130.0,314.0,30.0,21.0,151.0,Y
8.0,23.0,3.0,29.0,12.0,6.0,1.0,97.0,60.06,135521.39,0.95,485.0,0.02,7528.97,2853.08,200.0,285.0,40.0,19.0,139.0,Y
4.0,5.0,0.0,0.0,3.0,2.0,1.0,19.0,25.26,2236.6,0.08,55.0,0.11,124.26,237.71,23.0,32.0,11.0,9.0,25.0,Y
4.0,1.0,0.0,0.0,1.0,1.0,1.0,8.0,37.1,3260.93,0.12,74.0,0.11,181.16,347.83,30.0,44.0,16.0,10.0,14.0,Y
0.0,1.0,0.0,0.0,1.0,1.0,1.0,6.0,34.41,382.38,0.04,31.0,0.3,21.24,114.71,15.0,16.0,9.0,4.0,8.0,Y
29.0,65.0,0.0,20.0,33.0,33.0,1.0,355.0,189.65,208853.8,2.1,1057.0,0.03,11602.99,6293.59,448.0,609.0,54.0,8.0,406.0,Y
10.0,29.0,0.0,21.0,15.0,12.0,5.0,59.0,43.37,33676.68,0.4,212.0,0.04,1870.93,1208.49,76.0,136.0,30.0,22.0,92.0,Y
32.0,1.0,0.0,15.0,1.0,1.0,1.0,38.0,429.87,2141.32,0.32,155.0,0.45,118.96,959.42,77.0,78.0,69.0,4.0,87.0,Y
22.0,1.0,0.0,5.0,1.0,1.0,1.0,29.0,292.71,1575.46,0.23,118.0,0.43,87.53,679.08,58.0,60.0,50.0,4.0,58.0,Y
28.0,1.0,0.0,0.0,1.0,1.0,1.0,36.0,413.59,1704.87,0.28,137.0,0.49,94.71,839.71,67.0,70.0,66.0,4.0,64.0,Y
21.0,3.0,0.0,9.0,2.0,2.0,1.0,29.0,168.31,2790.02,0.23,118.0,0.25,155.0,685.27,57.0,61.0,49.0,7.0,61.0,Y
4.0,13.0,0.0,0.0,7.0,4.0,5.0,29.0,37.95,7439.1,0.18,102.0,0.07,413.28,531.36,46.0,56.0,23.0,14.0,33.0,Y
0.0,3.0,0.0,0.0,2.0,2.0,1.0,6.0,16.52,632.28,0.03,25.0,0.16,35.13,102.19,11.0,14.0,8.0,9.0,8.0,Y
8.0,17.0,0.0,0.0,9.0,4.0,8.0,40.0,18.91,32799.55,0.26,147.0,0.02,1822.2,787.56,59.0,88.0,17.0,24.0,48.0,Y
3.0,5.0,0.0,13.0,3.0,3.0,1.0,8.0,31.03,2758.45,0.1,63.0,0.11,153.25,292.56,24.0,39.0,14.0,11.0,26.0,Y
24.0,27.0,0.0,8.0,14.0,8.0,14.0,94.0,82.22,128601.67,1.08,506.0,0.03,7144.54,3251.69,193.0,313.0,61.0,25.0,129.0,Y
1.0,5.0,0.0,0.0,3.0,3.0,1.0,4.0,26.64,1381.08,0.06,46.0,0.14,76.73,191.82,18.0,28.0,10.0,8.0,7.0,Y
3.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,12.44,298.63,0.02,17.0,0.2,16.59,60.94,7.0,10.0,5.0,7.0,11.0,Y
6.0,5.0,0.0,0.0,3.0,3.0,1.0,23.0,50.5,4034.18,0.15,88.0,0.11,224.12,451.38,39.0,49.0,24.0,11.0,31.0,Y
0.0,5.0,0.0,0.0,3.0,2.0,3.0,2.0,13.56,385.81,0.02,19.0,0.19,21.43,72.34,8.0,11.0,6.0,8.0,4.0,Y
1.0,21.0,0.0,0.0,11.0,2.0,1.0,19.0,37.6,12508.38,0.23,128.0,0.05,694.91,685.77,57.0,71.0,25.0,16.0,20.0,Y
0.0,13.0,0.0,0.0,7.0,2.0,7.0,20.0,24.27,9190.73,0.16,103.0,0.05,510.6,472.25,46.0,57.0,13.0,11.0,20.0,Y
2.0,7.0,0.0,0.0,4.0,3.0,4.0,8.0,27.15,1876.27,0.08,46.0,0.12,104.24,225.72,19.0,27.0,16.0,14.0,12.0,Y
14.0,17.0,9.0,22.0,9.0,2.0,5.0,16.0,21.17,12780.35,0.17,106.0,0.04,710.02,520.13,43.0,63.0,14.0,16.0,63.0,Y
2.0,3.0,0.0,1.0,2.0,1.0,1.0,13.0,16.92,1193.92,0.05,31.0,0.12,66.33,142.13,12.0,19.0,10.0,14.0,18.0,Y
4.0,19.0,0.0,0.0,10.0,5.0,10.0,21.0,30.92,7704.33,0.16,93.0,0.06,428.02,488.06,39.0,54.0,21.0,17.0,27.0,Y
1.0,3.0,0.0,1.0,2.0,1.0,1.0,13.0,16.92,1193.92,0.05,31.0,0.12,66.33,142.13,12.0,19.0,10.0,14.0,17.0,Y
1.0,3.0,0.0,1.0,2.0,1.0,1.0,13.0,16.92,1193.92,0.05,31.0,0.12,66.33,142.13,12.0,19.0,10.0,14.0,17.0,Y
5.0,19.0,0.0,0.0,10.0,7.0,9.0,28.0,16.84,10109.84,0.14,90.0,0.04,561.66,412.65,35.0,55.0,10.0,14.0,35.0,Y
1.0,7.0,0.0,0.0,4.0,3.0,4.0,15.0,10.41,5872.29,0.08,52.0,0.04,326.24,247.25,20.0,32.0,8.0,19.0,18.0,Y
7.0,43.0,7.0,0.0,22.0,6.0,21.0,53.0,53.73,21095.36,0.35,185.0,0.05,1171.96,1064.65,73.0,112.0,35.0,19.0,69.0,Y
1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,7.86,49.13,0.01,7.0,0.4,2.73,19.65,2.0,5.0,2.0,5.0,5.0,N
1.0,5.0,0.0,0.0,3.0,1.0,3.0,9.0,12.23,2750.98,0.06,40.0,0.07,152.83,183.4,15.0,25.0,8.0,16.0,12.0,Y
3.0,3.0,0.0,0.0,2.0,1.0,1.0,7.0,12.33,284.19,0.02,16.0,0.21,15.79,59.21,6.0,10.0,5.0,8.0,12.0,Y
5.0,9.0,0.0,0.0,5.0,1.0,5.0,19.0,20.09,5005.15,0.11,64.0,0.06,278.06,317.07,26.0,38.0,14.0,17.0,26.0,Y
14.0,29.0,0.0,4.0,15.0,15.0,14.0,52.0,64.09,35397.45,0.5,252.0,0.04,1966.53,1506.27,94.0,158.0,42.0,21.0,73.0,Y
9.0,15.0,0.0,6.0,8.0,7.0,1.0,52.0,41.92,20203.6,0.31,178.0,0.05,1122.42,920.25,69.0,109.0,22.0,14.0,70.0,Y
8.0,11.0,0.0,4.0,6.0,5.0,4.0,38.0,46.35,11864.41,0.25,147.0,0.06,659.13,741.53,56.0,91.0,21.0,12.0,53.0,Y
13.0,3.0,0.0,7.0,2.0,2.0,1.0,23.0,65.12,5400.68,0.2,113.0,0.11,300.04,593.02,51.0,62.0,28.0,10.0,46.0,Y
4.0,13.0,0.0,2.0,7.0,5.0,1.0,33.0,42.38,14958.55,0.27,139.0,0.05,831.03,796.18,62.0,77.0,33.0,20.0,41.0,Y
19.0,19.0,0.0,65.0,13.0,10.0,1.0,126.0,63.42,145652.41,1.01,485.0,0.02,8091.8,3039.39,188.0,297.0,51.0,26.0,214.0,Y
32.0,25.0,0.0,8.0,13.0,13.0,1.0,125.0,122.22,109266.38,1.22,541.0,0.03,6070.35,3654.39,221.0,320.0,85.0,23.0,167.0,Y
4.0,5.0,0.0,0.0,3.0,2.0,1.0,15.0,15.28,3302.55,0.07,49.0,0.07,183.47,224.66,21.0,28.0,10.0,14.0,21.0,Y
1.0,17.0,0.0,0.0,9.0,4.0,1.0,31.0,18.77,14394.57,0.17,107.0,0.04,799.7,519.79,45.0,62.0,13.0,16.0,34.0,Y
3.0,3.0,0.0,1.0,2.0,2.0,1.0,9.0,22.84,462.59,0.03,27.0,0.22,25.7,102.8,12.0,15.0,8.0,6.0,15.0,Y
20.0,49.0,3.0,3.0,25.0,12.0,4.0,108.0,102.18,236892.84,1.64,756.0,0.02,13160.71,4919.89,321.0,435.0,70.0,21.0,136.0,N
12.0,9.0,0.0,0.0,5.0,3.0,1.0,14.0,26.0,4237.0,0.11,67.0,0.08,235.39,331.93,31.0,36.0,17.0,14.0,28.0,Y
21.0,26.0,1.0,10.0,14.0,9.0,8.0,112.0,80.84,117618.47,1.03,475.0,0.03,6534.36,3083.63,178.0,297.0,63.0,27.0,148.0,Y
3.0,13.0,1.0,3.0,7.0,5.0,1.0,33.0,29.99,21794.71,0.27,149.0,0.04,1210.82,808.51,62.0,87.0,23.0,20.0,42.0,Y
13.0,37.0,2.0,1.0,19.0,18.0,12.0,127.0,151.54,44953.74,0.87,392.0,0.06,2497.43,2610.02,183.0,209.0,85.0,16.0,145.0,Y
4.0,5.0,0.0,5.0,3.0,2.0,1.0,43.0,53.0,23735.14,0.37,194.0,0.05,1318.62,1121.58,87.0,107.0,37.0,18.0,54.0,Y
0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,Y
3.0,17.0,0.0,0.0,9.0,7.0,4.0,29.0,56.37,75426.13,0.69,352.0,0.03,4190.34,2062.01,139.0,213.0,38.0,20.0,34.0,Y
9.0,15.0,1.0,4.0,8.0,4.0,5.0,27.0,36.34,2829.06,0.11,66.0,0.11,157.17,320.63,25.0,41.0,17.0,12.0,43.0,Y
10.0,65.0,0.0,31.0,33.0,11.0,30.0,53.0,21.37,275104.76,0.81,462.0,0.01,15283.6,2424.54,148.0,314.0,15.0,23.0,97.0,Y
4.0,13.0,0.0,13.0,7.0,6.0,1.0,57.0,26.74,71619.26,0.46,252.0,0.02,3978.85,1383.95,99.0,153.0,22.0,23.0,74.0,Y
6.0,7.0,0.0,0.0,4.0,2.0,1.0,20.0,20.71,5534.41,0.11,69.0,0.06,307.47,338.58,25.0,44.0,13.0,17.0,28.0,Y
8.0,10.0,0.0,0.0,9.0,1.0,1.0,22.0,31.48,1985.29,0.08,50.0,0.13,110.29,250.0,18.0,32.0,17.0,15.0,32.0,Y
2.0,29.0,1.0,4.0,15.0,14.0,10.0,72.0,72.72,30348.69,0.5,266.0,0.05,1686.04,1485.6,110.0,156.0,35.0,13.0,81.0,Y
0.0,3.0,0.0,0.0,2.0,2.0,1.0,9.0,16.14,197.65,0.02,17.0,0.29,10.98,56.47,7.0,10.0,5.0,5.0,11.0,Y
0.0,3.0,0.0,0.0,2.0,2.0,1.0,9.0,16.14,197.65,0.02,17.0,0.29,10.98,56.47,7.0,10.0,5.0,5.0,11.0,Y
2.0,7.0,0.0,0.0,4.0,2.0,3.0,11.0,11.68,1621.8,0.05,33.0,0.08,90.1,137.61,15.0,18.0,7.0,11.0,15.0,N
2.0,1.0,0.0,2.0,1.0,1.0,1.0,5.0,10.54,653.83,0.03,24.0,0.13,36.32,83.03,9.0,15.0,4.0,7.0,11.0,N
1.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,12.85,157.4,0.01,13.0,0.29,8.74,44.97,4.0,9.0,4.0,7.0,7.0,Y
8.0,39.0,0.0,36.0,20.0,2.0,20.0,53.0,36.42,13146.0,0.23,136.0,0.05,730.33,691.89,38.0,98.0,17.0,17.0,99.0,Y
0.0,3.0,0.0,0.0,2.0,1.0,1.0,5.0,8.54,186.03,0.01,12.0,0.21,10.33,39.86,4.0,8.0,3.0,7.0,7.0,Y
0.0,9.0,0.0,0.0,5.0,1.0,5.0,10.0,10.8,2117.74,0.05,35.0,0.07,117.65,151.27,12.0,23.0,6.0,14.0,12.0,Y
6.0,1.0,0.0,7.0,1.0,1.0,1.0,10.0,20.2,5700.03,0.11,74.0,0.06,316.67,339.29,24.0,50.0,10.0,14.0,26.0,Y
11.0,9.0,0.0,10.0,5.0,3.0,1.0,34.0,41.06,14257.41,0.26,141.0,0.05,792.08,765.1,57.0,84.0,26.0,17.0,57.0,Y
1.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,14.0,247.0,0.02,17.0,0.24,13.72,58.81,7.0,10.0,5.0,6.0,8.0,N
10.0,27.0,2.0,3.0,14.0,12.0,1.0,63.0,63.14,18215.19,0.36,191.0,0.06,1011.96,1072.41,77.0,114.0,34.0,15.0,80.0,Y
14.0,9.0,0.0,17.0,5.0,3.0,1.0,63.0,73.77,60777.9,0.71,341.0,0.03,3376.55,2117.42,155.0,186.0,54.0,20.0,96.0,Y
5.0,3.0,0.0,2.0,2.0,2.0,1.0,15.0,16.57,3790.74,0.08,59.0,0.07,210.6,250.63,22.0,37.0,8.0,11.0,24.0,Y
9.0,25.0,0.0,16.0,13.0,6.0,4.0,51.0,36.73,109584.95,0.67,347.0,0.02,6088.05,2006.13,152.0,195.0,32.0,23.0,78.0,Y
17.0,144.0,4.0,19.0,75.0,42.0,63.0,226.0,80.58,789789.1,2.66,1119.0,0.01,43877.17,7977.67,418.0,701.0,95.0,45.0,269.0,Y
17.0,45.0,0.0,81.0,23.0,15.0,16.0,134.0,69.09,243786.81,1.37,637.0,0.02,13543.71,4104.16,264.0,373.0,60.0,27.0,234.0,Y
6.0,7.0,0.0,0.0,4.0,3.0,1.0,23.0,40.7,7481.51,0.18,103.0,0.07,415.64,551.83,47.0,56.0,26.0,15.0,31.0,Y
6.0,7.0,0.0,0.0,4.0,3.0,1.0,24.0,40.7,7481.51,0.18,103.0,0.07,415.64,551.83,47.0,56.0,26.0,15.0,32.0,Y
6.0,7.0,0.0,0.0,4.0,4.0,1.0,20.0,20.01,15636.44,0.19,119.0,0.04,868.69,559.35,41.0,78.0,11.0,15.0,28.0,Y
12.0,31.0,2.0,15.0,16.0,6.0,8.0,45.0,31.96,38615.5,0.37,200.0,0.03,2145.31,1110.92,79.0,121.0,25.0,22.0,77.0,Y
2.0,29.0,3.0,6.0,15.0,7.0,10.0,29.0,19.8,50002.82,0.33,194.0,0.02,2777.93,995.08,67.0,127.0,14.0,21.0,42.0,Y
9.0,21.0,1.0,24.0,11.0,10.0,10.0,59.0,47.39,18577.82,0.31,168.0,0.05,1032.09,938.27,66.0,102.0,30.0,18.0,95.0,Y
14.0,37.0,3.0,20.0,19.0,14.0,17.0,76.0,42.62,41287.63,0.44,246.0,0.03,2293.76,1326.51,83.0,163.0,24.0,18.0,115.0,Y
7.0,11.0,0.0,1.0,6.0,3.0,6.0,24.0,17.66,15889.84,0.18,105.0,0.03,882.77,529.66,39.0,66.0,13.0,20.0,34.0,Y
8.0,19.0,0.0,1.0,10.0,4.0,8.0,42.0,24.02,42555.56,0.34,182.0,0.02,2364.2,1010.94,68.0,114.0,21.0,26.0,53.0,Y
1.0,5.0,0.0,0.0,3.0,3.0,1.0,28.0,45.3,6201.48,0.18,101.0,0.09,344.53,530.04,45.0,56.0,25.0,13.0,29.0,Y
0.0,3.0,0.0,0.0,2.0,2.0,1.0,8.0,23.51,711.28,0.04,29.0,0.18,39.52,129.32,11.0,18.0,11.0,11.0,10.0,Y
0.0,3.0,0.0,0.0,2.0,2.0,1.0,9.0,25.05,889.45,0.05,33.0,0.17,49.41,149.28,13.0,20.0,12.0,11.0,11.0,Y
2.0,9.0,0.0,0.0,5.0,5.0,3.0,34.0,50.69,12975.52,0.27,146.0,0.06,720.86,810.97,62.0,84.0,31.0,16.0,38.0,Y
23.0,23.0,0.0,10.0,12.0,5.0,1.0,84.0,87.35,73701.53,0.85,398.0,0.03,4094.53,2537.27,183.0,215.0,63.0,20.0,119.0,Y
0.0,3.0,0.0,0.0,2.0,2.0,1.0,5.0,21.15,417.83,0.03,23.0,0.23,23.21,94.01,10.0,13.0,9.0,8.0,7.0,Y
0.0,11.0,0.0,0.0,6.0,6.0,1.0,12.0,49.26,1907.08,0.1,66.0,0.16,105.95,306.49,32.0,34.0,18.0,7.0,14.0,Y
2.0,11.0,0.0,1.0,6.0,5.0,5.0,31.0,53.79,13658.79,0.29,157.0,0.06,758.82,857.13,76.0,81.0,31.0,13.0,36.0,Y
7.0,13.0,0.0,0.0,7.0,4.0,1.0,33.0,31.01,12288.08,0.21,116.0,0.05,682.67,617.34,44.0,72.0,21.0,19.0,42.0,Y
2.0,3.0,0.0,0.0,2.0,2.0,1.0,13.0,28.36,806.76,0.05,35.0,0.19,44.82,151.27,16.0,19.0,12.0,8.0,15.0,Y
2.0,3.0,0.0,0.0,2.0,2.0,1.0,13.0,28.36,806.76,0.05,35.0,0.19,44.82,151.27,16.0,19.0,12.0,8.0,15.0,Y
3.0,5.0,0.0,0.0,3.0,3.0,1.0,10.0,30.59,1277.15,0.07,45.0,0.15,70.95,197.65,21.0,24.0,13.0,8.0,15.0,Y
3.0,5.0,0.0,0.0,3.0,3.0,1.0,10.0,30.59,1277.15,0.07,45.0,0.15,70.95,197.65,21.0,24.0,13.0,8.0,15.0,Y
2.0,7.0,0.0,6.0,4.0,4.0,1.0,16.0,17.66,5408.68,0.1,65.0,0.06,300.48,309.07,28.0,37.0,12.0,15.0,26.0,N
0.0,3.0,0.0,0.0,2.0,2.0,1.0,10.0,32.75,477.65,0.04,30.0,0.26,26.54,125.1,12.0,18.0,11.0,7.0,12.0,Y
13.0,233.0,2.0,17.0,117.0,113.0,117.0,258.0,107.97,821500.74,3.14,1494.0,0.01,45638.93,9417.85,452.0,1042.0,57.0,22.0,294.0,Y
5.0,13.0,2.0,1.0,7.0,5.0,1.0,30.0,28.15,10702.25,0.18,107.0,0.05,594.57,548.83,52.0,55.0,20.0,15.0,40.0,Y
1.0,11.0,0.0,0.0,6.0,2.0,6.0,7.0,33.25,18041.8,0.26,151.0,0.04,1002.32,774.52,44.0,107.0,17.0,18.0,10.0,Y
6.0,5.0,0.0,0.0,3.0,3.0,1.0,71.0,67.75,14173.92,0.33,168.0,0.07,787.44,979.93,81.0,87.0,42.0,15.0,79.0,Y
6.0,23.0,5.0,5.0,12.0,8.0,1.0,76.0,82.93,85213.57,0.89,401.0,0.03,4734.09,2658.37,180.0,221.0,73.0,26.0,94.0,Y
21.0,17.0,0.0,0.0,9.0,8.0,4.0,56.0,41.1,50039.05,0.48,239.0,0.03,2779.95,1434.0,102.0,137.0,38.0,26.0,78.0,Y
3.0,3.0,0.0,0.0,2.0,2.0,1.0,18.0,33.26,1535.1,0.08,47.0,0.15,85.28,225.95,21.0,26.0,17.0,11.0,23.0,Y
2.0,3.0,0.0,0.0,2.0,2.0,1.0,7.0,31.21,520.37,0.04,30.0,0.24,28.91,127.44,14.0,16.0,12.0,7.0,11.0,N
2.0,5.0,0.0,1.0,3.0,2.0,3.0,6.0,17.36,784.43,0.04,27.0,0.15,43.58,116.69,11.0,16.0,9.0,11.0,11.0,Y
9.0,5.0,0.0,0.0,3.0,3.0,1.0,65.0,59.75,33064.71,0.47,237.0,0.04,1836.93,1405.58,104.0,133.0,42.0,19.0,76.0,Y
10.0,7.0,0.0,4.0,4.0,3.0,4.0,54.0,59.95,38699.58,0.51,252.0,0.04,2149.98,1523.19,95.0,157.0,43.0,23.0,70.0,Y
16.0,53.0,2.0,19.0,27.0,15.0,5.0,123.0,98.51,107986.84,1.09,492.0,0.03,5999.27,3261.64,196.0,296.0,74.0,25.0,162.0,Y
3.0,31.0,0.0,6.0,16.0,5.0,13.0,32.0,48.29,148186.3,0.89,474.0,0.02,8232.57,2675.19,141.0,333.0,28.0,22.0,44.0,Y
4.0,3.0,0.0,2.0,2.0,1.0,1.0,11.0,17.38,1519.52,0.05,37.0,0.11,84.42,162.52,17.0,20.0,10.0,11.0,19.0,N
1.0,9.0,0.0,0.0,5.0,4.0,1.0,29.0,40.27,8702.49,0.2,106.0,0.07,483.47,592.01,49.0,57.0,30.0,18.0,30.0,Y
8.0,15.0,0.0,0.0,9.0,6.0,1.0,42.0,26.9,16671.86,0.22,125.0,0.04,926.21,669.69,43.0,82.0,19.0,22.0,52.0,Y
4.0,5.0,1.0,0.0,3.0,1.0,1.0,15.0,27.56,4150.74,0.11,77.0,0.08,230.6,338.21,27.0,50.0,11.0,10.0,22.0,Y
3.0,5.0,0.0,0.0,3.0,1.0,1.0,12.0,11.08,1300.0,0.04,30.0,0.09,72.22,120.0,13.0,17.0,6.0,10.0,17.0,Y
6.0,17.0,1.0,15.0,9.0,5.0,8.0,27.0,25.49,10608.0,0.17,104.0,0.05,589.33,520.0,36.0,68.0,15.0,17.0,51.0,Y
16.0,21.0,4.0,18.0,11.0,10.0,3.0,51.0,56.28,31944.7,0.45,233.0,0.04,1774.71,1340.89,81.0,152.0,34.0,20.0,91.0,Y
15.0,23.0,0.0,0.0,12.0,9.0,8.0,48.0,50.03,30580.56,0.41,213.0,0.04,1698.92,1236.97,89.0,124.0,36.0,20.0,65.0,Y
4.0,15.0,1.0,7.0,8.0,5.0,3.0,25.0,17.68,15303.84,0.17,106.0,0.03,850.21,520.13,45.0,61.0,13.0,17.0,39.0,Y
3.0,7.0,0.0,9.0,4.0,3.0,1.0,18.0,19.41,1012.42,0.05,33.0,0.14,56.25,140.18,13.0,20.0,9.0,10.0,32.0,Y
11.0,15.0,0.0,14.0,8.0,6.0,4.0,64.0,60.08,32065.38,0.46,239.0,0.04,1781.41,1387.96,106.0,133.0,39.0,17.0,89.0,Y
21.0,19.0,1.0,39.0,10.0,2.0,1.0,95.0,37.52,150554.58,0.79,419.0,0.02,8364.13,2376.75,167.0,252.0,29.0,22.0,159.0,Y
3.0,3.0,0.0,9.0,2.0,2.0,1.0,19.0,40.95,983.3,0.07,45.0,0.2,54.63,200.67,21.0,24.0,15.0,7.0,33.0,Y
6.0,23.0,1.0,1.0,12.0,10.0,10.0,46.0,53.25,30572.25,0.43,216.0,0.04,1698.46,1275.89,89.0,127.0,39.0,21.0,57.0,Y
3.0,3.0,0.0,4.0,2.0,2.0,1.0,18.0,38.07,770.85,0.06,39.0,0.22,42.83,171.3,18.0,21.0,14.0,7.0,27.0,Y
8.0,3.0,0.0,4.0,2.0,2.0,1.0,23.0,72.63,4269.28,0.19,102.0,0.13,237.18,556.86,46.0,56.0,33.0,11.0,37.0,Y
13.0,169.0,0.0,4.0,85.0,83.0,1.0,267.0,206.05,583632.03,3.66,1614.0,0.02,32424.0,10966.19,632.0,982.0,95.0,16.0,286.0,Y
3.0,5.0,2.0,2.0,3.0,3.0,1.0,20.0,26.51,6309.33,0.14,87.0,0.06,350.52,408.94,36.0,51.0,14.0,12.0,29.0,Y
3.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,24.22,126.52,0.02,16.0,0.44,7.03,55.35,8.0,8.0,7.0,4.0,9.0,N
4.0,23.0,1.0,0.0,12.0,6.0,6.0,28.0,24.0,19266.67,0.23,136.0,0.04,1070.37,680.0,50.0,86.0,15.0,17.0,35.0,Y
