@relation CustomJM1
@attribute LOC_TOTAL numeric
@attribute LOC_COMMENTS numeric
@attribute LOC_BLANK numeric
@attribute HALSTEAD_CONTENT numeric
@attribute LOC_EXECUTABLE numeric
@attribute NUM_OPERATORS numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute BRANCH_COUNT numeric
@attribute HALSTEAD_EFFORT numeric
@attribute label {Y,N}

@data
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
24.0,0.0,3.0,22.7,19.0,34.0,3.0,0.08,5.0,2747.01,N
61.0,3.0,12.0,32.68,43.0,96.0,8.0,0.31,12.0,26580.45,Y
65.0,3.0,4.0,73.47,53.0,170.0,10.0,0.55,19.0,37194.69,N
5.0,0.0,0.0,13.84,3.0,7.0,1.0,0.01,1.0,124.54,N
94.0,1.0,14.0,48.71,77.0,170.0,11.0,0.55,21.0,56722.86,Y
82.0,11.0,8.0,42.93,60.0,168.0,14.0,0.46,27.0,43810.43,Y
281.0,0.0,36.0,107.04,243.0,1046.0,78.0,3.78,152.0,1199190.81,N
18.0,0.0,5.0,21.34,11.0,27.0,2.0,0.05,3.0,1220.75,Y
40.0,0.0,1.0,35.78,37.0,53.0,5.0,0.16,9.0,6360.31,N
21.0,0.0,5.0,19.95,14.0,33.0,3.0,0.08,5.0,3072.34,N
25.0,0.0,2.0,46.08,21.0,54.0,5.0,0.18,9.0,6294.59,N
7.0,0.0,0.0,6.49,5.0,12.0,4.0,0.02,7.0,715.2,N
5.0,0.0,0.0,16.61,3.0,9.0,1.0,0.02,1.0,149.49,N
37.0,0.0,5.0,47.68,32.0,87.0,4.0,0.31,7.0,18597.05,Y
18.0,0.0,2.0,21.28,14.0,24.0,3.0,0.07,5.0,1920.13,N
5.0,0.0,1.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
7.0,0.0,0.0,9.88,5.0,9.0,2.0,0.02,3.0,272.43,N
171.0,22.0,25.0,49.89,122.0,274.0,17.0,0.94,31.0,159008.98,Y
20.0,1.0,6.0,35.71,11.0,32.0,1.0,0.09,1.0,2144.55,N
11.0,0.0,0.0,16.48,9.0,9.0,2.0,0.01,3.0,103.02,N
5.0,0.0,0.0,10.57,3.0,7.0,1.0,0.01,1.0,95.1,N
19.0,0.0,1.0,24.23,16.0,33.0,5.0,0.1,9.0,3966.18,N
24.0,8.0,3.0,33.72,11.0,20.0,1.0,0.05,1.0,642.1,N
30.0,0.0,3.0,17.88,24.0,59.0,7.0,0.17,13.0,14520.29,N
82.0,9.0,10.0,60.22,61.0,171.0,7.0,0.55,11.0,45540.0,N
4.0,0.0,0.0,6.64,2.0,8.0,2.0,0.01,3.0,183.06,N
300.0,82.0,43.0,203.58,170.0,504.0,8.0,1.96,15.0,170141.98,N
11.0,0.0,0.0,12.33,9.0,15.0,2.0,0.03,3.0,639.44,N
32.0,2.0,5.0,45.24,23.0,57.0,3.0,0.16,5.0,5383.46,Y
4.0,0.0,0.0,9.6,2.0,5.0,1.0,0.01,1.0,60.0,N
34.0,0.0,13.0,8.71,19.0,85.0,5.0,0.18,9.0,34579.75,N
86.0,0.0,16.0,46.28,68.0,130.0,11.0,0.45,21.0,38538.54,N
10.0,0.0,1.0,12.55,6.0,10.0,1.0,0.02,1.0,200.76,N
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
33.0,4.0,5.0,124.62,22.0,61.0,1.0,0.17,1.0,2130.3,Y
16.0,3.0,3.0,78.82,8.0,20.0,1.0,0.06,1.0,353.45,N
10.0,0.0,0.0,8.96,7.0,27.0,1.0,0.04,1.0,1928.06,N
38.0,0.0,4.0,24.53,31.0,64.0,6.0,0.17,11.0,10613.87,N
4.0,0.0,0.0,5.8,2.0,4.0,1.0,0.0,1.0,23.22,N
13.0,0.0,1.0,14.77,10.0,32.0,5.0,0.08,9.0,3702.36,Y
24.0,0.0,1.0,23.22,21.0,27.0,4.0,0.07,7.0,1798.07,N
4.0,0.0,0.0,9.51,2.0,6.0,1.0,0.01,1.0,85.59,N
120.0,16.0,23.0,156.0,77.0,506.0,5.0,1.64,9.0,154274.41,N
151.0,22.0,26.0,60.05,98.0,324.0,20.0,1.11,39.0,184330.69,Y
12.0,0.0,2.0,22.94,7.0,24.0,1.0,0.05,1.0,1019.5,N
4.0,0.0,0.0,13.5,2.0,5.0,1.0,0.01,1.0,54.0,N
7.0,0.0,1.0,12.44,4.0,10.0,2.0,0.03,3.0,514.28,N
143.0,20.0,10.0,47.52,105.0,226.0,24.0,0.72,47.0,99158.57,N
14.0,0.0,2.0,10.79,10.0,12.0,3.0,0.03,5.0,559.51,N
7.0,0.0,1.0,13.88,4.0,10.0,1.0,0.02,1.0,222.03,N
17.0,0.0,3.0,65.93,12.0,16.0,2.0,0.13,3.0,2391.55,N
206.0,10.0,46.0,62.25,143.0,545.0,12.0,1.82,23.0,476401.86,N
16.0,0.0,3.0,28.98,9.0,14.0,1.0,0.04,1.0,484.92,N
12.0,2.0,1.0,25.84,6.0,17.0,1.0,0.04,1.0,439.75,N
24.0,0.0,4.0,36.33,18.0,24.0,3.0,0.06,5.0,950.66,N
17.0,0.0,3.0,27.12,10.0,22.0,1.0,0.06,1.0,1209.56,Y
18.0,3.0,1.0,24.3,12.0,26.0,4.0,0.07,7.0,1626.62,N
32.0,9.0,3.0,26.25,18.0,75.0,11.0,0.23,21.0,17442.08,N
30.0,0.0,4.0,28.47,24.0,54.0,5.0,0.14,7.0,6009.28,N
13.0,0.0,1.0,14.41,10.0,12.0,2.0,0.02,3.0,332.11,N
12.0,0.0,3.0,18.55,7.0,14.0,2.0,0.04,3.0,599.95,N
1.0,0.0,0.0,7.86,0.0,5.0,1.0,0.01,1.0,49.13,N
56.0,5.0,11.0,25.62,38.0,90.0,6.0,0.29,11.0,28563.14,Y
10.0,0.0,0.0,23.28,8.0,22.0,2.0,0.05,3.0,1060.92,N
20.0,0.0,5.0,33.47,12.0,39.0,1.0,0.09,1.0,2075.37,N
38.0,1.0,9.0,19.72,24.0,41.0,4.0,0.11,7.0,5907.5,N
8.0,0.0,1.0,12.48,4.0,16.0,2.0,0.03,3.0,866.67,N
4.0,0.0,0.0,9.83,2.0,4.0,1.0,0.01,1.0,39.3,N
34.0,3.0,4.0,19.82,24.0,33.0,4.0,0.09,7.0,3612.14,N
114.0,10.0,23.0,48.84,79.0,198.0,15.0,0.69,29.0,88998.14,N
15.0,0.0,2.0,33.69,10.0,151.0,6.0,0.35,11.0,32624.36,N
26.0,0.0,5.0,18.09,18.0,79.0,2.0,0.17,3.0,13609.37,Y
13.0,0.0,3.0,23.77,8.0,20.0,2.0,0.05,3.0,1018.4,N
7.0,0.0,0.0,20.61,5.0,15.0,1.0,0.03,1.0,329.82,N
40.0,0.0,4.0,41.03,32.0,53.0,3.0,0.16,4.0,5683.8,Y
38.0,0.0,7.0,46.12,29.0,120.0,4.0,0.37,7.0,27080.43,Y
7.0,0.0,1.0,12.44,4.0,10.0,2.0,0.03,3.0,514.28,N
23.0,1.0,4.0,15.79,13.0,24.0,2.0,0.06,3.0,1871.75,Y
36.0,2.0,5.0,46.72,26.0,71.0,3.0,0.22,5.0,9210.11,N
4.0,0.0,0.0,9.83,2.0,4.0,1.0,0.01,1.0,39.3,N
22.0,0.0,2.0,18.31,18.0,66.0,3.0,0.18,5.0,16483.38,N
37.0,0.0,2.0,46.35,31.0,62.0,3.0,0.2,5.0,7832.97,N
19.0,0.0,3.0,17.02,14.0,21.0,4.0,0.05,7.0,1229.78,N
27.0,5.0,1.0,26.76,19.0,38.0,4.0,0.1,7.0,3238.55,N
155.0,46.0,10.0,38.24,97.0,567.0,22.0,1.87,43.0,822022.76,N
97.0,5.0,5.0,63.25,85.0,129.0,39.0,0.5,40.0,35923.67,N
32.0,3.0,1.0,12.56,25.0,75.0,5.0,0.13,9.0,11307.84,N
13.0,0.0,1.0,10.49,12.0,32.0,5.0,0.08,9.0,5010.71,N
37.0,5.0,5.0,33.42,24.0,78.0,10.0,0.23,19.0,14254.47,N
29.0,4.0,6.0,41.7,16.0,63.0,3.0,0.16,5.0,5641.32,Y
77.0,14.0,14.0,108.15,45.0,148.0,2.0,0.5,3.0,20649.73,N
59.0,8.0,7.0,57.81,42.0,135.0,8.0,0.46,15.0,33029.87,N
61.0,6.0,9.0,55.33,44.0,96.0,5.0,0.3,9.0,14611.66,N
15.0,0.0,2.0,21.3,11.0,40.0,6.0,0.1,11.0,3857.44,N
18.0,6.0,2.0,39.82,8.0,19.0,2.0,0.05,3.0,560.02,N
15.0,0.0,2.0,19.75,11.0,17.0,3.0,0.03,4.0,522.4,N
9.0,0.0,2.0,22.57,5.0,16.0,1.0,0.04,1.0,539.55,N
42.0,1.0,2.0,27.42,36.0,125.0,20.0,0.31,36.0,31232.81,N
113.0,0.0,22.0,53.35,89.0,204.0,19.0,0.62,37.0,63844.18,N
42.0,0.0,7.0,50.49,33.0,59.0,5.0,0.19,7.0,6109.5,Y
86.0,0.0,14.0,42.98,70.0,87.0,12.0,0.26,13.0,14512.58,Y
24.0,6.0,2.0,11.77,14.0,31.0,4.0,0.08,7.0,5192.34,N
22.0,1.0,1.0,50.56,18.0,317.0,17.0,0.8,33.0,112870.64,N
12.0,0.0,1.0,10.16,9.0,23.0,6.0,0.05,11.0,2602.03,N
50.0,0.0,4.0,45.8,41.0,71.0,6.0,0.19,7.0,7347.81,Y
128.0,25.0,12.0,58.79,88.0,209.0,38.0,0.73,75.0,82331.93,N
15.0,0.0,1.0,19.8,11.0,27.0,2.0,0.06,3.0,1663.94,N
11.0,0.0,0.0,9.11,9.0,11.0,2.0,0.02,3.0,310.05,N
91.0,12.0,11.0,84.91,68.0,193.0,12.0,0.75,23.0,59627.54,N
57.0,0.0,3.0,40.74,52.0,140.0,10.0,0.5,19.0,55028.43,N
11.0,0.0,4.0,14.99,5.0,13.0,1.0,0.03,1.0,426.42,N
40.0,3.0,3.0,25.37,31.0,77.0,4.0,0.26,7.0,23751.98,N
47.0,10.0,6.0,30.14,31.0,44.0,6.0,0.14,11.0,5907.9,Y
7.0,0.0,1.0,13.67,4.0,10.0,2.0,0.03,3.0,446.5,N
39.0,0.0,5.0,28.71,31.0,54.0,6.0,0.14,11.0,6232.9,Y
5.0,0.0,0.0,11.16,3.0,6.0,1.0,0.01,1.0,108.97,N
13.0,0.0,2.0,11.91,9.0,18.0,2.0,0.04,3.0,1312.72,N
53.0,0.0,5.0,51.4,48.0,72.0,8.0,0.25,15.0,10767.89,N
8.0,0.0,2.0,23.25,4.0,8.0,1.0,0.02,1.0,93.01,Y
17.0,0.0,4.0,10.03,11.0,15.0,4.0,0.04,7.0,1213.98,N
59.0,0.0,6.0,27.63,46.0,77.0,7.0,0.24,13.0,18760.0,N
132.0,17.0,22.0,97.88,90.0,291.0,14.0,0.98,27.0,87650.65,Y
4.0,0.0,0.0,7.74,2.0,3.0,1.0,0.0,1.0,17.41,N
4.0,0.0,0.0,15.95,2.0,7.0,1.0,0.01,1.0,99.66,N
47.0,1.0,17.0,58.51,27.0,114.0,1.0,0.29,1.0,13165.87,Y
21.0,2.0,3.0,16.21,14.0,38.0,5.0,0.09,9.0,4872.54,N
162.0,29.0,24.0,76.97,107.0,284.0,15.0,1.01,29.0,119135.9,N
119.0,9.0,38.0,85.9,68.0,209.0,10.0,0.73,19.0,55895.84,Y
122.0,0.0,1.0,22.92,118.0,290.0,41.0,0.69,67.0,186362.34,Y
50.0,1.0,12.0,53.49,33.0,84.0,7.0,0.3,13.0,15457.63,N
18.0,0.0,2.0,24.27,14.0,24.0,3.0,0.06,5.0,1493.89,N
187.0,1.0,16.0,77.45,164.0,299.0,35.0,1.1,69.0,140300.03,Y
191.0,32.0,8.0,59.0,148.0,324.0,27.0,1.18,53.0,213471.74,Y
40.0,0.0,4.0,23.82,33.0,83.0,16.0,0.23,31.0,20339.94,N
45.0,0.0,8.0,63.04,35.0,81.0,4.0,0.27,7.0,10382.04,N
11.0,0.0,0.0,19.11,9.0,22.0,3.0,0.05,5.0,1348.53,Y
18.0,0.0,2.0,24.38,16.0,23.0,2.0,0.06,3.0,1371.28,N
39.0,1.0,6.0,46.6,28.0,64.0,3.0,0.21,5.0,8755.33,Y
9.0,0.0,0.0,10.29,7.0,13.0,1.0,0.02,1.0,350.0,N
174.0,28.0,37.0,122.46,107.0,246.0,15.0,1.01,29.0,74486.0,Y
6.0,0.0,0.0,32.28,3.0,15.0,1.0,0.04,1.0,405.77,N
9.0,0.0,0.0,28.85,7.0,19.0,1.0,0.04,1.0,541.76,Y
65.0,13.0,8.0,62.44,39.0,105.0,7.0,0.37,13.0,19750.95,N
11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,N
27.0,0.0,1.0,13.2,21.0,65.0,6.0,0.13,11.0,11884.29,N
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
20.0,3.0,1.0,10.07,14.0,55.0,7.0,0.13,13.0,16167.89,N
19.0,0.0,3.0,8.39,13.0,30.0,3.0,0.07,5.0,4751.73,N
4.0,0.0,0.0,7.74,2.0,3.0,1.0,0.0,1.0,17.41,N
113.0,19.0,20.0,43.34,64.0,176.0,33.0,0.64,59.0,83897.1,N
34.0,6.0,4.0,35.53,20.0,41.0,3.0,0.11,5.0,3320.33,N
27.0,2.0,3.0,29.9,19.0,51.0,8.0,0.14,15.0,5703.57,N
6.0,0.0,0.0,7.47,4.0,13.0,2.0,0.02,3.0,651.1,N
11.0,0.0,1.0,38.04,8.0,16.0,2.0,0.04,3.0,455.84,N
19.0,3.0,3.0,21.13,10.0,24.0,4.0,0.07,7.0,2036.81,N
123.0,10.0,20.0,92.07,91.0,220.0,8.0,0.84,15.0,69625.12,Y
15.0,0.0,2.0,16.59,10.0,15.0,2.0,0.03,3.0,555.43,Y
14.0,0.0,1.0,23.89,11.0,26.0,3.0,0.07,5.0,2100.08,N
15.0,1.0,1.0,17.84,11.0,16.0,3.0,0.04,5.0,682.86,N
24.0,0.0,2.0,38.4,20.0,37.0,3.0,0.1,5.0,2257.17,N
7.0,0.0,0.0,9.19,5.0,25.0,1.0,0.05,1.0,2351.74,N
13.0,0.0,1.0,13.59,10.0,20.0,3.0,0.05,5.0,1498.37,N
7.0,0.0,0.0,21.32,5.0,11.0,1.0,0.03,1.0,299.83,N
11.0,0.0,0.0,11.95,9.0,14.0,2.0,0.02,3.0,430.2,N
62.0,8.0,3.0,72.26,45.0,86.0,6.0,0.26,7.0,8480.28,Y
56.0,10.0,11.0,40.49,31.0,77.0,5.0,0.26,9.0,14615.09,N
20.0,0.0,1.0,55.21,17.0,40.0,3.0,0.13,5.0,2806.18,N
15.0,3.0,3.0,73.22,9.0,19.0,1.0,0.05,1.0,330.63,N
8.0,0.0,0.0,14.8,6.0,12.0,2.0,0.03,3.0,407.97,N
38.0,5.0,4.0,23.91,29.0,103.0,3.0,0.32,5.0,37898.98,N
32.0,3.0,3.0,24.81,24.0,59.0,5.0,0.15,9.0,8037.75,Y
28.0,0.0,6.0,20.63,20.0,47.0,4.0,0.11,7.0,4984.29,N
131.0,4.0,14.0,86.09,105.0,200.0,6.0,0.68,11.0,47913.05,N
41.0,4.0,8.0,27.63,25.0,102.0,6.0,0.28,11.0,25702.28,N
41.0,1.0,6.0,63.84,32.0,76.0,6.0,0.29,11.0,11680.72,Y
48.0,0.0,8.0,18.91,40.0,88.0,9.0,0.26,17.0,32799.55,Y
26.0,0.0,4.0,19.77,19.0,30.0,6.0,0.07,11.0,1976.54,N
23.0,0.0,4.0,34.59,14.0,39.0,8.0,0.1,15.0,2648.31,N
8.0,0.0,1.0,16.53,5.0,17.0,1.0,0.04,1.0,683.19,N
5.0,0.0,1.0,9.83,2.0,4.0,1.0,0.01,1.0,39.3,N
6.0,0.0,1.0,13.2,3.0,6.0,1.0,0.01,1.0,82.5,N
19.0,0.0,4.0,12.0,12.0,42.0,2.0,0.09,3.0,6533.33,Y
4.0,0.0,0.0,13.84,2.0,7.0,1.0,0.01,1.0,124.54,N
40.0,0.0,4.0,26.71,32.0,100.0,6.0,0.26,11.0,23427.52,N
57.0,3.0,3.0,46.61,42.0,92.0,10.0,0.32,19.0,20384.27,N
23.0,0.0,1.0,26.5,20.0,44.0,5.0,0.14,9.0,6299.19,N
36.0,1.0,7.0,68.04,26.0,66.0,3.0,0.23,5.0,7198.75,N
24.0,0.0,1.0,31.23,20.0,39.0,4.0,0.11,7.0,3546.85,N
51.0,0.0,2.0,27.49,47.0,71.0,8.0,0.17,15.0,9842.12,N
17.0,0.0,2.0,13.59,13.0,20.0,5.0,0.05,9.0,1498.37,N
19.0,5.0,2.0,14.83,10.0,21.0,5.0,0.05,9.0,1373.5,Y
4.0,0.0,0.0,13.5,2.0,5.0,1.0,0.01,1.0,54.0,N
108.0,21.0,17.0,60.46,68.0,150.0,19.0,0.5,37.0,37947.63,Y
19.0,0.0,4.0,20.88,12.0,30.0,2.0,0.07,3.0,1984.71,N
8.0,0.0,1.0,8.98,5.0,6.0,2.0,0.01,3.0,56.15,N
15.0,0.0,3.0,22.81,9.0,28.0,2.0,0.07,3.0,1737.05,N
7.0,0.0,0.0,26.54,5.0,14.0,2.0,0.03,3.0,393.42,N
39.0,0.0,6.0,59.28,31.0,78.0,3.0,0.27,5.0,10880.54,N
28.0,2.0,3.0,16.01,21.0,24.0,3.0,0.06,5.0,2157.84,N
43.0,19.0,1.0,25.69,20.0,36.0,3.0,0.11,5.0,3950.36,N
5.0,0.0,0.0,16.84,3.0,5.0,1.0,0.01,1.0,37.9,N
5.0,0.0,0.0,10.57,3.0,7.0,1.0,0.01,1.0,95.1,N
195.0,6.0,49.0,215.29,138.0,595.0,6.0,2.45,11.0,251126.79,Y
24.0,4.0,3.0,12.39,12.0,31.0,6.0,0.08,11.0,4710.76,N
9.0,1.0,0.0,8.96,5.0,9.0,3.0,0.02,5.0,322.65,N
22.0,0.0,3.0,19.07,17.0,29.0,5.0,0.07,9.0,2017.27,N
101.0,0.0,16.0,78.57,83.0,183.0,8.0,0.7,15.0,56742.73,Y
13.0,0.0,3.0,15.56,8.0,22.0,4.0,0.06,7.0,1951.36,N
5.0,0.0,0.0,15.86,3.0,9.0,2.0,0.02,3.0,194.27,N
48.0,8.0,6.0,61.98,32.0,54.0,3.0,0.16,5.0,3803.42,N
4.0,0.0,0.0,6.97,2.0,5.0,1.0,0.0,1.0,27.86,N
14.0,0.0,3.0,11.64,11.0,21.0,3.0,0.05,5.0,1966.48,N
13.0,0.0,1.0,26.4,10.0,17.0,2.0,0.06,3.0,1058.8,N
28.0,0.0,6.0,30.42,20.0,37.0,5.0,0.1,9.0,3242.01,N
155.0,42.0,4.0,46.44,106.0,277.0,11.0,1.05,16.0,211762.84,Y
18.0,0.0,1.0,36.8,13.0,33.0,2.0,0.09,3.0,1979.11,N
37.0,2.0,8.0,25.59,24.0,82.0,3.0,0.21,5.0,14873.23,N
31.0,6.0,3.0,15.59,20.0,44.0,6.0,0.1,11.0,6235.55,N
119.0,21.0,15.0,74.63,79.0,174.0,9.0,0.62,17.0,46500.6,Y
15.0,0.0,3.0,25.91,9.0,26.0,2.0,0.06,3.0,1393.26,N
62.0,4.0,2.0,44.04,53.0,153.0,20.0,0.5,37.0,51917.63,N
15.0,0.0,4.0,11.12,9.0,25.0,3.0,0.06,5.0,2501.96,N
34.0,0.0,16.0,34.85,16.0,54.0,3.0,0.15,5.0,5721.32,N
16.0,0.0,4.0,32.47,10.0,41.0,5.0,0.12,9.0,3810.6,N
18.0,0.0,3.0,22.25,13.0,25.0,3.0,0.06,5.0,1319.01,N
16.0,0.0,5.0,23.39,9.0,29.0,1.0,0.07,1.0,1689.87,N
4.0,0.0,0.0,8.0,2.0,6.0,1.0,0.01,1.0,72.0,N
7.0,0.0,1.0,12.05,4.0,17.0,2.0,0.04,3.0,975.76,N
80.0,31.0,13.0,15.28,34.0,87.0,8.0,0.23,13.0,32336.09,N
4.0,0.0,0.0,14.62,2.0,6.0,1.0,0.01,1.0,91.35,N
19.0,0.0,5.0,23.72,12.0,37.0,3.0,0.09,5.0,3415.2,Y
4.0,0.0,0.0,6.2,2.0,5.0,1.0,0.01,1.0,38.77,N
34.0,3.0,9.0,11.52,19.0,49.0,8.0,0.15,15.0,18429.61,N
159.0,3.0,37.0,174.15,117.0,444.0,4.0,1.84,7.0,174268.57,N
9.0,0.0,0.0,24.37,7.0,14.0,1.0,0.03,1.0,342.66,N
59.0,7.0,7.0,62.53,42.0,101.0,6.0,0.34,11.0,16707.31,N
59.0,6.0,9.0,22.46,42.0,92.0,11.0,0.27,21.0,29106.48,N
5.0,0.0,0.0,7.11,3.0,7.0,1.0,0.01,1.0,113.74,N
4.0,0.0,0.0,9.83,2.0,4.0,1.0,0.01,1.0,39.3,N
17.0,0.0,3.0,21.21,11.0,21.0,2.0,0.06,3.0,1357.15,N
36.0,0.0,6.0,28.31,28.0,82.0,5.0,0.25,9.0,19136.87,N
8.0,0.0,1.0,14.14,5.0,12.0,1.0,0.02,1.0,389.71,N
15.0,0.0,3.0,25.76,10.0,25.0,2.0,0.07,3.0,1680.68,N
23.0,1.0,2.0,19.53,16.0,77.0,10.0,0.18,19.0,15111.7,N
27.0,0.0,4.0,30.92,21.0,54.0,10.0,0.16,19.0,7704.33,Y
4.0,0.0,0.0,13.95,2.0,7.0,1.0,0.01,1.0,87.17,N
17.0,0.0,5.0,18.87,10.0,23.0,2.0,0.04,3.0,943.59,N
56.0,10.0,14.0,92.8,30.0,79.0,1.0,0.28,1.0,7746.48,N
32.0,5.0,5.0,64.48,20.0,41.0,3.0,0.12,5.0,2139.18,Y
92.0,1.0,5.0,51.19,82.0,272.0,9.0,0.94,17.0,154426.11,N
101.0,12.0,13.0,58.94,72.0,154.0,11.0,0.54,21.0,44176.23,Y
18.0,0.0,4.0,21.8,12.0,29.0,2.0,0.07,3.0,1765.93,Y
30.0,0.0,5.0,22.31,23.0,28.0,5.0,0.08,9.0,2514.11,N
65.0,5.0,1.0,31.58,56.0,119.0,10.0,0.34,16.0,33399.05,N
224.0,0.0,21.0,116.27,199.0,485.0,33.0,1.85,65.0,265324.3,N
8.0,0.0,0.0,17.98,6.0,17.0,4.0,0.03,7.0,601.71,N
51.0,4.0,7.0,88.18,36.0,88.0,7.0,0.32,13.0,10445.17,N
4.0,0.0,0.0,15.63,2.0,9.0,2.0,0.02,3.0,250.04,N
5.0,0.0,0.0,10.8,3.0,6.0,1.0,0.01,1.0,67.5,N
37.0,0.0,5.0,35.33,30.0,96.0,5.0,0.26,9.0,16598.49,N
8.0,0.0,0.0,18.49,6.0,10.0,2.0,0.02,3.0,226.54,Y
31.0,0.0,1.0,27.42,28.0,68.0,7.0,0.21,13.0,13880.6,Y
84.0,9.0,19.0,102.4,53.0,222.0,1.0,0.82,1.0,59731.84,N
11.0,0.0,0.0,26.0,9.0,18.0,4.0,0.03,7.0,416.0,N
18.0,2.0,2.0,27.51,12.0,36.0,7.0,0.08,13.0,2228.29,N
23.0,0.0,1.0,15.93,20.0,49.0,5.0,0.09,7.0,4786.0,N
10.0,0.0,0.0,15.49,6.0,19.0,2.0,0.04,3.0,758.93,N
28.0,0.0,4.0,50.0,20.0,49.0,2.0,0.16,3.0,4753.49,N
36.0,11.0,8.0,17.59,15.0,42.0,5.0,0.12,9.0,7037.23,N
6.0,0.0,1.0,32.25,3.0,10.0,1.0,0.02,1.0,129.06,N
58.0,7.0,6.0,26.46,43.0,65.0,10.0,0.18,17.0,10555.04,N
9.0,0.0,1.0,21.58,6.0,33.0,1.0,0.06,1.0,1747.58,N
21.0,2.0,1.0,23.77,14.0,39.0,5.0,0.09,9.0,3235.47,N
13.0,0.0,2.0,24.33,9.0,27.0,3.0,0.07,5.0,1757.96,N
15.0,0.0,2.0,31.87,10.0,150.0,6.0,0.34,11.0,33335.19,N
18.0,8.0,2.0,13.66,8.0,10.0,2.0,0.02,3.0,240.91,Y
69.0,15.0,11.0,45.27,41.0,61.0,4.0,0.17,7.0,5530.43,Y
89.0,14.0,11.0,60.08,64.0,133.0,8.0,0.46,15.0,32065.38,Y
13.0,0.0,3.0,15.75,8.0,26.0,2.0,0.06,3.0,1993.49,N
11.0,0.0,1.0,29.47,6.0,23.0,1.0,0.06,1.0,957.6,N
36.0,0.0,8.0,43.45,26.0,80.0,3.0,0.23,4.0,10882.77,N
193.0,0.0,26.0,42.3,160.0,599.0,14.0,2.15,27.0,986987.6,N
9.0,1.0,2.0,13.89,4.0,10.0,2.0,0.02,3.0,281.3,N
30.0,0.0,1.0,12.37,24.0,58.0,9.0,0.13,17.0,13063.03,N
4.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,N
34.0,3.0,13.0,19.44,14.0,47.0,5.0,0.14,9.0,9410.28,Y
25.0,0.0,3.0,22.1,20.0,58.0,7.0,0.19,13.0,14369.81,N
67.0,3.0,13.0,36.19,49.0,195.0,6.0,0.62,11.0,94539.1,N
10.0,0.0,1.0,17.14,7.0,16.0,2.0,0.04,3.0,840.0,N
15.0,1.0,1.0,21.33,9.0,15.0,2.0,0.03,3.0,432.0,N
20.0,0.0,3.0,54.87,16.0,53.0,2.0,0.18,3.0,5506.63,N
5.0,0.0,0.0,8.0,2.0,6.0,1.0,0.01,1.0,72.0,N
7.0,0.0,1.0,21.17,4.0,20.0,2.0,0.05,3.0,894.45,N
96.0,12.0,14.0,40.76,65.0,250.0,7.0,0.72,13.0,114017.63,N
50.0,2.0,3.0,48.03,35.0,96.0,10.0,0.28,19.0,14891.16,Y
17.0,0.0,3.0,21.1,12.0,29.0,3.0,0.06,5.0,1584.58,Y
4.0,0.0,0.0,7.74,2.0,3.0,1.0,0.0,1.0,17.41,N
8.0,0.0,0.0,11.62,6.0,8.0,2.0,0.01,3.0,104.61,Y
51.0,4.0,7.0,88.18,36.0,88.0,7.0,0.32,13.0,10445.17,N
162.0,31.0,18.0,53.12,109.0,246.0,25.0,0.84,49.0,120068.6,Y
26.0,1.0,6.0,37.98,17.0,49.0,1.0,0.13,1.0,3722.07,Y
112.0,1.0,12.0,35.48,95.0,201.0,18.0,0.58,35.0,84641.27,Y
22.0,0.0,5.0,23.24,15.0,36.0,5.0,0.1,9.0,3500.76,N
10.0,0.0,3.0,22.53,5.0,21.0,1.0,0.04,1.0,712.75,N
17.0,0.0,3.0,19.66,12.0,22.0,2.0,0.05,3.0,1189.42,Y
163.0,18.0,13.0,47.84,128.0,314.0,40.0,1.02,75.0,195935.01,N
31.0,0.0,4.0,25.24,25.0,50.0,6.0,0.15,11.0,8436.95,N
29.0,0.0,3.0,21.8,23.0,55.0,5.0,0.16,9.0,10490.98,N
4.0,0.0,0.0,7.74,2.0,3.0,1.0,0.0,1.0,17.41,N
32.0,5.0,6.0,29.53,19.0,28.0,4.0,0.08,7.0,2051.04,N
12.0,0.0,1.0,15.74,9.0,19.0,4.0,0.05,7.0,1637.5,N
97.0,11.0,12.0,56.0,70.0,182.0,15.0,0.63,29.0,63855.03,Y
6.0,0.0,1.0,9.49,3.0,7.0,1.0,0.01,1.0,116.27,N
39.0,0.0,6.0,33.87,31.0,67.0,5.0,0.18,9.0,8610.0,Y
42.0,0.0,14.0,19.95,26.0,115.0,1.0,0.26,1.0,29568.0,N
60.0,1.0,11.0,25.68,46.0,129.0,9.0,0.37,17.0,48482.41,N
5.0,0.0,0.0,6.04,3.0,7.0,1.0,0.01,1.0,166.42,N
6.0,0.0,1.0,13.02,3.0,9.0,3.0,0.02,5.0,263.72,N
17.0,0.0,3.0,20.5,12.0,59.0,8.0,0.16,15.0,11876.51,N
30.0,0.0,3.0,27.52,25.0,74.0,8.0,0.23,15.0,17679.23,N
