@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute DESIGN_DENSITY numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
77.0,23.0,43.0,2.14,5.0,0.29,10.0,0.56,74.12,38.38,0.95,0.03,6065.01,0.59,30.0,0.07,232.0,70.0,27.0,227.0,44.3,106.0,N
25.0,5.0,17.0,2.33,3.0,0.6,3.0,0.5,39.88,13.33,0.18,0.08,393.91,0.6,7.0,0.08,53.0,27.0,16.0,66.0,55.0,23.0,N
19.0,5.0,14.0,2.75,5.0,0.63,6.0,0.71,40.15,15.41,0.21,0.06,529.5,0.75,11.0,0.13,62.0,27.0,16.0,60.0,47.5,26.0,N
11.0,2.0,7.0,3.0,2.0,0.67,3.0,1.0,26.93,8.65,0.08,0.12,111.86,1.0,3.0,0.1,26.0,17.0,14.0,30.0,50.0,11.0,N
12.0,2.0,7.0,3.0,2.0,0.67,3.0,1.0,26.93,8.65,0.08,0.12,111.86,1.0,3.0,0.1,26.0,17.0,14.0,31.0,50.0,11.0,N
10.0,0.0,15.0,2.0,1.0,0.5,1.0,0.0,22.54,6.14,0.05,0.16,47.15,0.5,2.0,0.06,17.0,11.0,9.0,32.0,71.43,6.0,N
36.0,10.0,27.0,2.2,6.0,0.86,6.0,0.83,79.19,19.4,0.51,0.05,1655.57,0.86,11.0,0.06,134.0,59.0,21.0,122.0,43.53,58.0,Y
17.0,3.0,12.0,2.0,2.0,1.0,1.0,0.0,30.66,7.76,0.08,0.13,102.68,0.5,2.0,0.05,27.0,17.0,12.0,44.0,57.69,14.0,N
33.0,4.0,19.0,2.0,4.0,1.0,1.0,0.0,43.02,9.88,0.14,0.1,233.32,0.25,6.0,0.05,43.0,25.0,13.0,75.0,56.1,22.0,N
31.0,5.0,21.0,2.0,4.0,0.8,1.0,0.0,50.19,15.29,0.26,0.07,652.18,0.2,8.0,0.06,71.0,34.0,16.0,84.0,50.0,31.0,N
35.0,9.0,70.0,2.13,8.0,0.8,1.0,0.0,68.68,23.83,0.55,0.04,2167.45,0.1,17.0,0.06,145.0,54.0,22.0,168.0,59.85,62.0,Y
25.0,7.0,9.0,2.0,2.0,0.4,1.0,0.0,32.11,15.3,0.16,0.07,417.93,0.2,8.0,0.08,49.0,23.0,16.0,59.0,48.48,24.0,N
13.0,1.0,25.0,2.33,1.0,0.2,1.0,0.0,27.87,8.63,0.08,0.12,115.18,0.2,7.0,0.1,27.0,16.0,12.0,51.0,70.27,12.0,N
24.0,4.0,26.0,2.0,3.0,0.43,1.0,0.0,66.19,24.42,0.54,0.04,2193.36,0.14,12.0,0.08,135.0,52.0,20.0,88.0,47.62,37.0,Y
26.0,7.0,44.0,2.13,3.0,0.3,1.0,0.0,84.79,15.33,0.43,0.07,1107.08,0.1,17.0,0.09,109.0,56.0,17.0,111.0,60.71,40.0,N
22.0,6.0,33.0,2.0,6.0,0.86,1.0,0.0,42.74,11.03,0.16,0.09,289.13,0.14,6.0,0.08,52.0,29.0,20.0,88.0,60.0,32.0,N
5.0,0.0,10.0,2.0,1.0,0.5,1.0,0.0,11.99,6.67,0.03,0.15,29.61,0.5,2.0,0.09,11.0,6.0,8.0,22.0,62.5,6.0,N
5.0,0.0,5.0,2.0,1.0,0.5,1.0,0.0,17.97,3.5,0.02,0.29,12.23,0.5,2.0,0.11,11.0,6.0,7.0,18.0,41.67,7.0,N
2.0,3.0,0.0,2.0,7.0,0.78,4.0,0.38,19.75,23.8,0.16,0.04,621.44,0.44,10.0,0.2,52.0,15.0,17.0,44.0,14.29,21.0,N
9.0,0.0,1.0,2.0,2.0,0.67,1.0,0.0,34.4,9.84,0.11,0.1,185.13,0.33,4.0,0.12,35.0,19.0,11.0,25.0,6.67,14.0,N
2.0,0.0,0.0,2.0,2.0,0.5,3.0,0.67,10.4,19.0,0.07,0.05,208.64,0.75,6.0,0.33,26.0,7.0,14.0,12.0,0.0,9.0,N
3.0,0.0,0.0,2.0,6.0,0.86,6.0,0.83,27.29,21.05,0.19,0.05,671.91,0.86,12.0,0.33,62.0,19.0,16.0,21.0,0.0,17.0,N
1.0,0.0,0.0,2.0,4.0,1.0,1.0,0.0,28.49,13.18,0.13,0.08,274.89,0.25,6.0,0.31,42.0,14.0,9.0,13.0,0.0,11.0,N
3.0,0.0,0.0,2.0,4.0,0.8,3.0,0.5,15.17,23.86,0.12,0.04,479.84,0.6,8.0,0.33,42.0,11.0,15.0,15.0,0.0,11.0,N
3.0,0.0,0.0,2.0,1.0,0.17,1.0,0.0,19.33,16.82,0.11,0.06,303.69,0.17,10.0,0.3,37.0,11.0,10.0,20.0,0.0,16.0,N
2.0,1.0,0.0,2.67,4.0,0.67,6.0,1.0,31.58,13.18,0.14,0.08,304.63,1.0,8.0,0.22,52.0,17.0,14.0,27.0,4.17,24.0,N
2.0,0.0,0.0,2.0,1.0,0.5,1.0,0.0,25.68,12.5,0.11,0.08,222.88,0.5,2.0,0.11,45.0,12.0,12.0,19.0,0.0,16.0,N
2.0,0.0,0.0,2.0,1.0,0.5,1.0,0.0,30.71,12.86,0.13,0.08,282.03,0.5,2.0,0.1,54.0,14.0,12.0,21.0,0.0,18.0,N
2.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,18.35,8.33,0.05,0.12,70.8,0.33,4.0,0.2,21.0,9.0,10.0,15.0,0.0,12.0,N
2.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,18.35,8.33,0.05,0.12,70.8,0.33,4.0,0.21,21.0,9.0,10.0,14.0,0.0,11.0,N
1.0,0.0,0.0,2.0,1.0,0.17,6.0,1.0,23.89,25.29,0.2,0.04,849.17,1.0,10.0,0.24,73.0,17.0,20.0,25.0,0.0,23.0,N
4.0,0.0,0.0,2.0,2.0,0.33,1.0,0.0,46.36,12.73,0.2,0.08,417.15,0.17,10.0,0.14,61.0,33.0,20.0,43.0,0.0,38.0,N
7.0,0.0,3.0,2.0,5.0,1.0,1.0,0.0,46.83,12.27,0.19,0.08,391.48,0.2,2.0,0.11,58.0,30.0,16.0,46.0,7.89,35.0,N
7.0,0.0,3.0,2.0,5.0,1.0,1.0,0.0,48.33,13.68,0.22,0.07,502.26,0.2,2.0,0.1,66.0,31.0,16.0,48.0,7.5,37.0,N
26.0,1.0,6.0,2.0,25.0,1.0,8.0,0.29,86.32,29.13,0.84,0.03,4069.25,0.32,16.0,0.17,225.0,81.0,33.0,151.0,5.65,118.0,Y
9.0,2.0,3.0,2.0,6.0,1.0,1.0,0.0,80.39,9.26,0.25,0.11,383.17,0.17,10.0,0.1,73.0,40.0,13.0,59.0,10.2,46.0,N
10.0,4.0,0.0,2.0,3.0,1.0,1.0,0.0,99.53,11.61,0.39,0.09,745.47,0.33,4.0,0.06,104.0,45.0,11.0,50.0,10.26,39.0,N
16.0,10.0,6.0,2.67,8.0,0.73,5.0,0.4,51.55,14.14,0.24,0.07,572.87,0.45,8.0,0.15,80.0,35.0,22.0,72.0,29.09,49.0,N
7.0,0.0,3.0,2.0,2.0,1.0,1.0,0.0,39.13,13.91,0.18,0.07,420.79,0.5,2.0,0.06,63.0,23.0,16.0,33.0,12.0,22.0,Y
13.0,2.0,30.0,2.0,4.0,0.67,1.0,0.0,65.63,21.2,0.46,0.05,1638.7,0.17,10.0,0.06,121.0,50.0,20.0,95.0,39.51,51.0,N
19.0,2.0,39.0,2.0,2.0,0.25,4.0,0.43,44.02,37.19,0.55,0.03,3382.04,0.5,14.0,0.06,145.0,43.0,26.0,125.0,39.05,66.0,N
22.0,2.0,12.0,2.0,6.0,0.86,1.0,0.0,48.73,19.39,0.32,0.05,1018.33,0.14,8.0,0.07,93.0,38.0,22.0,99.0,20.9,55.0,N
6.0,1.0,12.0,2.0,4.0,1.0,1.0,0.0,44.39,13.19,0.2,0.08,429.03,0.25,6.0,0.08,61.0,29.0,17.0,52.0,28.89,33.0,N
1.0,0.0,0.0,2.0,1.0,0.5,1.0,0.0,22.81,5.4,0.04,0.19,36.96,0.5,2.0,0.14,17.0,10.0,9.0,14.0,0.0,12.0,N
28.0,5.0,35.0,2.25,9.0,0.56,8.0,0.47,142.15,18.84,0.89,0.05,2801.56,0.5,27.0,0.1,215.0,97.0,21.0,166.0,29.2,102.0,Y
11.0,0.0,7.0,2.0,2.0,0.5,1.0,0.0,55.45,9.21,0.17,0.11,261.52,0.25,6.0,0.09,53.0,28.0,12.0,46.0,20.59,27.0,N
14.0,5.0,36.0,2.25,5.0,0.45,5.0,0.4,84.72,25.33,0.72,0.04,3020.65,0.45,18.0,0.09,177.0,69.0,23.0,125.0,37.27,74.0,N
16.0,2.0,36.0,2.0,2.0,0.25,4.0,0.43,45.22,37.82,0.57,0.03,3592.87,0.5,14.0,0.07,151.0,44.0,26.0,119.0,37.25,66.0,N
16.0,5.0,22.0,2.0,5.0,1.0,1.0,0.0,67.8,13.4,0.3,0.07,676.36,0.2,8.0,0.06,85.0,45.0,18.0,82.0,41.54,43.0,Y
35.0,3.0,64.0,2.76,15.0,0.39,32.0,0.84,115.86,37.39,1.44,0.03,8999.22,0.84,59.0,0.15,345.0,97.0,26.0,247.0,31.75,147.0,Y
30.0,4.0,60.0,2.58,13.0,0.42,23.0,0.73,96.71,39.62,1.28,0.03,8433.28,0.74,50.0,0.14,309.0,84.0,26.0,223.0,33.33,132.0,N
3.0,0.0,0.0,2.0,1.0,0.5,1.0,0.0,8.79,12.0,0.04,0.08,70.32,0.5,2.0,0.14,15.0,5.0,10.0,14.0,0.0,10.0,N
48.0,2.0,77.0,2.0,5.0,0.25,4.0,0.16,94.07,30.36,0.95,0.03,4816.33,0.2,38.0,0.07,241.0,77.0,25.0,272.0,35.43,146.0,Y
4.0,1.0,6.0,2.0,2.0,1.0,1.0,0.0,46.82,5.71,0.09,0.18,84.93,0.5,2.0,0.07,30.0,21.0,10.0,28.0,30.43,17.0,N
2.0,1.0,0.0,2.0,1.0,0.25,1.0,0.0,48.72,35.88,0.58,0.03,3484.53,0.25,6.0,0.19,235.0,25.0,23.0,21.0,5.56,18.0,N
3.0,1.0,1.0,2.0,1.0,0.5,1.0,0.0,30.83,17.31,0.18,0.06,513.09,0.5,2.0,0.11,81.0,13.0,15.0,18.0,14.29,13.0,N
1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,19.76,10.5,0.07,0.1,121.01,0.5,2.0,0.25,34.0,8.0,12.0,8.0,0.0,6.0,N
5.0,1.0,0.0,2.0,3.0,1.0,1.0,0.0,40.59,14.06,0.19,0.07,445.96,0.33,4.0,0.12,63.0,24.0,15.0,25.0,5.26,19.0,N
2.0,0.0,0.0,2.0,2.0,0.5,3.0,0.67,13.39,14.22,0.06,0.07,150.44,0.75,6.0,0.29,25.0,9.0,16.0,14.0,0.0,11.0,N
4.0,0.0,1.0,2.0,4.0,0.8,1.0,0.0,32.31,31.0,0.33,0.03,1725.18,0.2,4.0,0.11,109.0,29.0,29.0,45.0,2.5,39.0,N
1.0,0.0,0.0,2.5,1.0,0.25,4.0,1.0,8.89,17.5,0.05,0.06,151.27,1.0,5.0,0.4,21.0,6.0,14.0,10.0,0.0,8.0,N
3.0,0.0,1.0,2.0,3.0,0.6,1.0,0.0,64.9,47.74,1.03,0.02,8218.62,0.2,8.0,0.14,364.0,41.0,27.0,36.0,3.13,31.0,N
15.0,14.0,2.0,2.33,3.0,0.6,3.0,0.5,61.27,44.61,0.91,0.02,6775.47,0.6,7.0,0.08,295.0,44.0,26.0,63.0,34.04,45.0,N
1.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,27.19,11.08,0.1,0.09,185.35,0.5,2.0,0.22,44.0,13.0,16.0,9.0,14.29,7.0,N
0.0,1.0,1.0,2.0,1.0,0.5,1.0,0.0,27.01,11.69,0.11,0.09,205.11,0.5,2.0,0.22,46.0,13.0,16.0,9.0,25.0,7.0,N
3.0,0.0,0.0,2.2,4.0,0.57,4.0,0.5,24.26,23.75,0.19,0.04,760.14,0.57,11.0,0.23,59.0,20.0,19.0,30.0,0.0,26.0,N
1.0,0.0,0.0,2.0,1.0,0.33,3.0,1.0,15.53,18.9,0.1,0.05,308.11,1.0,4.0,0.17,37.0,10.0,14.0,18.0,0.0,16.0,N
1.0,1.0,0.0,2.25,3.0,0.5,1.0,0.0,31.18,19.55,0.2,0.05,661.65,0.17,9.0,0.26,70.0,22.0,20.0,23.0,4.76,21.0,N
13.0,1.0,1.0,2.0,3.0,0.6,1.0,0.0,55.62,43.56,0.81,0.02,5862.34,0.2,8.0,0.08,230.0,54.0,32.0,63.0,4.08,48.0,N
7.0,0.0,0.0,2.0,9.0,0.69,6.0,0.42,68.44,31.61,0.72,0.03,3800.02,0.46,22.0,0.31,246.0,44.0,26.0,42.0,0.0,34.0,N
1.0,1.0,0.0,2.0,1.0,0.33,1.0,0.0,12.7,16.25,0.07,0.06,186.37,0.33,4.0,0.23,27.0,8.0,13.0,13.0,9.09,11.0,N
1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.0,14.1,9.64,0.05,0.1,72.86,0.5,2.0,0.18,19.0,7.0,9.0,11.0,11.11,9.0,N
1.0,0.0,0.0,2.0,1.0,0.5,1.0,0.0,21.28,15.27,0.11,0.07,275.82,0.5,2.0,0.25,46.0,11.0,14.0,8.0,0.0,6.0,N
1.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,26.88,11.27,0.1,0.09,189.57,0.33,4.0,0.15,37.0,15.0,13.0,20.0,0.0,18.0,N
1.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,26.88,11.27,0.1,0.09,189.57,0.33,4.0,0.15,37.0,15.0,13.0,20.0,0.0,18.0,N
2.0,1.0,3.0,2.0,2.0,0.4,1.0,0.0,13.72,23.38,0.11,0.04,416.37,0.2,8.0,0.31,33.0,12.0,17.0,16.0,30.77,10.0,N
0.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,17.84,12.0,0.07,0.08,142.7,0.33,4.0,0.33,24.0,11.0,11.0,9.0,0.0,8.0,N
0.0,0.0,0.0,2.0,1.0,0.25,1.0,0.0,13.04,18.56,0.08,0.05,249.7,0.25,6.0,0.27,30.0,8.0,11.0,15.0,0.0,14.0,N
2.0,0.0,0.0,2.0,1.0,0.5,1.0,0.0,9.05,2.0,0.01,0.5,2.0,0.5,2.0,0.22,5.0,2.0,4.0,9.0,0.0,6.0,N
0.0,0.0,0.0,2.0,2.0,0.5,1.0,0.0,15.35,20.67,0.11,0.05,364.29,0.25,6.0,0.31,35.0,12.0,16.0,13.0,0.0,12.0,N
4.0,0.0,0.0,2.25,2.0,0.33,3.0,0.4,17.53,23.33,0.14,0.04,530.11,0.5,9.0,0.25,47.0,12.0,14.0,24.0,0.0,19.0,N
0.0,0.0,1.0,2.33,3.0,0.43,1.0,0.0,11.3,26.81,0.1,0.04,451.45,0.14,14.0,0.54,36.0,8.0,13.0,13.0,8.33,11.0,N
1.0,0.0,1.0,2.0,1.0,0.25,1.0,0.0,14.3,23.27,0.11,0.04,430.34,0.25,6.0,0.25,38.0,11.0,16.0,16.0,7.14,13.0,N
1.0,0.0,0.0,2.2,2.0,0.29,1.0,0.0,29.59,14.55,0.14,0.07,347.74,0.14,11.0,0.44,42.0,22.0,16.0,16.0,0.0,14.0,N
7.0,1.0,0.0,2.0,3.0,0.75,1.0,0.0,29.83,40.13,0.4,0.02,2668.52,0.25,6.0,0.1,115.0,24.0,18.0,39.0,3.23,31.0,N
7.0,1.0,0.0,2.0,1.0,0.17,1.0,0.0,32.18,45.0,0.48,0.02,3620.57,0.17,10.0,0.14,146.0,22.0,15.0,43.0,2.86,35.0,N
0.0,0.0,0.0,2.0,1.0,0.25,4.0,1.0,14.12,9.63,0.05,0.1,72.69,1.0,6.0,0.57,18.0,8.0,11.0,7.0,0.0,6.0,N
0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,11.42,6.67,0.03,0.15,28.2,0.5,2.0,0.29,10.0,6.0,8.0,7.0,0.0,6.0,N
0.0,0.0,0.0,2.0,2.0,0.5,1.0,0.0,15.35,20.67,0.11,0.05,364.29,0.25,6.0,0.31,35.0,12.0,16.0,13.0,0.0,12.0,N
0.0,0.0,0.0,2.0,1.0,0.5,1.0,0.0,7.57,9.0,0.02,0.11,34.06,0.5,2.0,0.29,10.0,4.0,8.0,7.0,0.0,6.0,N
0.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,13.51,13.33,0.06,0.08,133.4,0.33,4.0,0.38,21.0,9.0,12.0,8.0,0.0,7.0,N
0.0,0.0,1.0,2.0,1.0,0.5,1.0,0.0,16.82,8.33,0.05,0.12,64.9,0.5,2.0,0.25,18.0,9.0,10.0,8.0,14.29,6.0,N
0.0,0.0,1.0,2.0,5.0,1.0,1.0,0.0,13.02,19.25,0.08,0.05,268.03,0.2,8.0,0.5,31.0,8.0,11.0,10.0,11.11,8.0,N
0.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,17.66,11.5,0.07,0.09,129.78,0.33,4.0,0.33,24.0,10.0,10.0,9.0,0.0,8.0,N
3.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,100.54,28.52,0.96,0.04,4542.68,0.5,2.0,0.04,251.0,54.0,14.0,48.0,4.55,42.0,N
0.0,0.0,0.0,2.0,1.0,0.5,1.0,0.0,6.5,6.0,0.01,0.17,13.0,0.5,2.0,0.29,9.0,2.0,6.0,7.0,0.0,6.0,N
0.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,17.66,11.5,0.07,0.09,129.78,0.33,4.0,0.38,24.0,10.0,10.0,8.0,0.0,7.0,N
2.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,33.76,11.7,0.13,0.09,256.75,0.33,4.0,0.16,40.0,20.0,12.0,19.0,12.5,15.0,N
0.0,1.0,0.0,2.0,3.0,1.0,1.0,0.0,22.64,5.73,0.04,0.17,41.25,0.33,4.0,0.3,16.0,11.0,9.0,10.0,11.11,9.0,N
0.0,1.0,0.0,2.0,3.0,1.0,1.0,0.0,9.76,27.0,0.09,0.04,395.31,0.33,4.0,0.21,33.0,7.0,14.0,14.0,7.69,13.0,N
0.0,0.0,0.0,2.0,1.0,0.2,3.0,0.5,16.86,17.14,0.1,0.06,274.99,0.6,8.0,0.42,34.0,11.0,13.0,12.0,0.0,11.0,N
2.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,18.15,15.0,0.09,0.07,226.9,0.5,2.0,0.12,33.0,10.0,10.0,17.0,0.0,14.0,N
0.0,0.0,0.0,2.0,3.0,0.75,1.0,0.0,25.55,11.15,0.09,0.09,176.59,0.25,6.0,0.22,34.0,13.0,10.0,18.0,0.0,17.0,N
0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,8.57,5.25,0.01,0.19,13.12,0.5,2.0,0.4,7.0,4.0,7.0,5.0,0.0,4.0,N
0.0,0.0,0.0,3.0,2.0,0.67,3.0,1.0,19.25,6.5,0.04,0.15,45.17,1.0,3.0,0.43,17.0,9.0,9.0,7.0,0.0,6.0,N
1.0,0.0,1.0,2.0,3.0,0.43,1.0,0.0,12.97,39.75,0.17,0.03,1138.33,0.14,12.0,0.35,58.0,10.0,15.0,20.0,5.56,17.0,N
0.0,0.0,0.0,2.0,1.0,0.33,1.0,0.0,18.88,9.0,0.06,0.11,84.96,0.33,4.0,0.43,20.0,10.0,9.0,7.0,0.0,6.0,N
0.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,15.57,12.6,0.07,0.08,137.35,0.33,4.0,0.38,23.0,10.0,12.0,8.0,0.0,7.0,N
0.0,0.0,1.0,2.0,1.0,0.5,1.0,0.0,16.82,8.33,0.05,0.12,64.9,0.5,2.0,0.22,18.0,9.0,10.0,9.0,12.5,7.0,N
0.0,0.0,0.0,2.0,2.0,0.5,1.0,0.0,15.35,20.67,0.11,0.05,364.29,0.25,6.0,0.31,35.0,12.0,16.0,13.0,0.0,12.0,N
0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,16.73,11.0,0.06,0.09,112.44,0.5,2.0,0.15,24.0,8.0,8.0,13.0,0.0,12.0,N
0.0,1.0,0.0,2.0,2.0,0.67,1.0,0.0,25.67,11.09,0.09,0.09,175.32,0.33,4.0,0.23,29.0,17.0,13.0,13.0,8.33,12.0,N
0.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,24.59,11.38,0.09,0.09,176.75,0.33,4.0,0.33,31.0,16.0,14.0,9.0,0.0,8.0,N
0.0,0.0,0.0,2.25,4.0,0.67,6.0,1.0,16.89,18.31,0.1,0.05,314.42,1.0,9.0,0.4,35.0,13.0,17.0,15.0,0.0,14.0,N
0.0,0.0,0.0,2.75,2.0,0.25,3.0,0.29,15.29,43.21,0.22,0.02,1585.95,0.38,11.0,0.32,75.0,12.0,17.0,25.0,0.0,24.0,N
3.0,0.0,0.0,2.17,5.0,0.63,3.0,0.29,25.26,27.6,0.23,0.04,1068.81,0.38,13.0,0.36,70.0,21.0,19.0,22.0,0.0,18.0,N
1.0,0.0,0.0,2.0,9.0,0.9,1.0,0.0,19.57,30.94,0.2,0.03,1040.55,0.1,10.0,0.4,64.0,16.0,18.0,25.0,0.0,23.0,N
2.0,0.0,0.0,2.0,1.0,0.13,8.0,1.0,15.12,25.5,0.13,0.04,546.04,1.0,14.0,0.32,49.0,10.0,15.0,25.0,0.0,22.0,N
1.0,0.0,0.0,2.33,1.0,0.2,3.0,0.5,8.52,19.25,0.05,0.05,175.48,0.6,7.0,0.42,28.0,4.0,11.0,12.0,0.0,10.0,N
1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,11.82,10.83,0.04,0.09,77.04,0.5,2.0,0.18,19.0,6.0,10.0,11.0,0.0,9.0,N
2.0,0.0,0.0,2.0,1.0,0.25,4.0,1.0,7.22,13.33,0.03,0.08,71.27,1.0,6.0,0.44,18.0,3.0,10.0,9.0,0.0,6.0,N
1.0,0.0,0.0,2.0,1.0,0.2,5.0,1.0,8.77,18.7,0.05,0.05,170.38,1.0,8.0,0.38,24.0,5.0,11.0,13.0,0.0,11.0,N
1.0,0.0,0.0,2.0,1.0,0.33,1.0,0.0,6.02,18.33,0.04,0.05,112.46,0.33,4.0,0.33,19.0,3.0,11.0,9.0,0.0,7.0,N
1.0,0.0,0.0,2.0,2.0,0.5,4.0,1.0,10.28,10.0,0.03,0.1,57.11,1.0,6.0,0.5,19.0,4.0,10.0,8.0,0.0,6.0,N
1.0,0.0,0.0,2.0,1.0,0.25,1.0,0.0,6.88,24.38,0.06,0.04,226.94,0.25,6.0,0.33,26.0,4.0,13.0,12.0,0.0,10.0,N
1.0,0.0,0.0,2.25,2.0,0.33,5.0,0.8,10.31,18.2,0.06,0.05,189.73,0.83,9.0,0.55,31.0,5.0,13.0,11.0,0.0,9.0,N
1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,11.2,7.5,0.03,0.13,35.0,0.5,2.0,0.29,12.0,6.0,10.0,7.0,0.0,5.0,N
1.0,0.0,0.0,2.0,1.0,0.33,1.0,0.0,6.38,13.33,0.03,0.08,63.04,0.33,4.0,0.33,15.0,3.0,10.0,9.0,0.0,7.0,N
2.0,0.0,0.0,2.25,3.0,0.5,3.0,0.4,10.61,23.21,0.08,0.04,317.71,0.5,9.0,0.5,32.0,7.0,13.0,12.0,0.0,9.0,N
1.0,0.0,0.0,2.67,1.0,0.17,5.0,0.8,8.91,22.4,0.07,0.04,248.46,0.83,8.0,0.46,31.0,5.0,14.0,13.0,0.0,11.0,N
1.0,0.0,0.0,3.0,1.0,0.2,5.0,1.0,8.7,21.0,0.06,0.05,213.1,1.0,6.0,0.42,28.0,5.0,14.0,12.0,0.0,10.0,N
2.0,0.0,0.0,2.2,5.0,0.71,6.0,0.83,7.15,29.75,0.07,0.03,351.49,0.86,11.0,0.5,34.0,4.0,14.0,14.0,0.0,11.0,N
1.0,0.0,0.0,2.0,2.0,0.67,3.0,1.0,10.91,8.8,0.03,0.11,46.93,1.0,4.0,0.33,16.0,5.0,11.0,9.0,0.0,7.0,N
2.0,0.0,0.0,2.14,2.0,0.22,9.0,1.0,10.13,32.58,0.11,0.03,597.76,1.0,15.0,0.47,50.0,6.0,17.0,19.0,0.0,16.0,N
2.0,0.0,0.0,2.0,2.0,0.5,4.0,1.0,7.8,19.6,0.05,0.05,166.52,1.0,6.0,0.4,22.0,5.0,14.0,10.0,0.0,7.0,N
1.0,0.0,0.0,2.25,2.0,0.33,6.0,1.0,12.67,21.85,0.09,0.05,336.13,1.0,9.0,0.43,34.0,10.0,19.0,14.0,0.0,12.0,N
1.0,0.0,0.0,2.25,2.0,0.33,6.0,1.0,11.97,25.0,0.1,0.04,415.72,1.0,9.0,0.43,36.0,10.0,20.0,14.0,0.0,12.0,N
2.0,0.0,0.0,2.0,1.0,0.33,1.0,0.0,10.25,21.0,0.07,0.05,251.09,0.33,4.0,0.23,28.0,7.0,14.0,13.0,0.0,10.0,N
1.0,0.0,0.0,2.0,2.0,0.67,3.0,1.0,9.65,14.08,0.05,0.07,106.36,1.0,4.0,0.3,19.0,6.0,13.0,10.0,0.0,8.0,N
1.0,0.0,0.0,2.0,2.0,0.67,3.0,1.0,9.57,8.75,0.03,0.11,40.72,1.0,4.0,0.33,15.0,4.0,10.0,9.0,0.0,7.0,N
1.0,0.0,0.0,2.0,1.0,0.2,1.0,0.0,11.47,28.0,0.11,0.04,499.46,0.2,8.0,0.25,40.0,8.0,14.0,20.0,0.0,18.0,N
1.0,0.0,0.0,2.0,1.0,0.2,5.0,1.0,8.42,20.4,0.06,0.05,194.56,1.0,8.0,0.38,25.0,5.0,12.0,13.0,0.0,11.0,N
2.0,0.0,0.0,2.14,1.0,0.11,9.0,1.0,9.47,31.5,0.1,0.03,521.87,1.0,15.0,0.47,48.0,5.0,15.0,19.0,0.0,16.0,N
2.0,0.0,0.0,2.0,1.0,0.25,1.0,0.0,14.41,15.0,0.07,0.07,180.08,0.25,6.0,0.27,30.0,8.0,12.0,15.0,0.0,12.0,N
0.0,0.0,0.0,2.0,2.0,0.67,1.0,0.0,4.54,15.0,0.02,0.07,56.76,0.33,4.0,0.5,13.0,2.0,10.0,6.0,0.0,5.0,N
0.0,0.0,0.0,2.0,2.0,0.67,1.0,0.0,4.54,15.0,0.02,0.07,56.76,0.33,4.0,0.5,13.0,2.0,10.0,6.0,0.0,5.0,N
1.0,0.0,0.0,2.0,2.0,0.67,3.0,1.0,10.76,14.86,0.05,0.07,131.99,1.0,4.0,0.3,21.0,7.0,13.0,10.0,0.0,8.0,N
1.0,0.0,0.0,2.0,3.0,0.43,4.0,0.5,33.58,20.52,0.23,0.05,785.61,0.57,12.0,0.32,70.0,25.0,18.0,22.0,0.0,20.0,N
7.0,4.0,0.0,2.0,27.0,0.63,18.0,0.4,170.88,39.94,2.27,0.03,15141.69,0.42,84.0,0.29,494.0,144.0,27.0,148.0,2.86,140.0,N
