@relation SelectedFeatures
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute DECISION_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute NODE_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
1.0,0.0,2.0,1.0,11.24,4.0,179.89,0.01,13.0,9.99,44.97,3.0,0.25,3.0,10.0,3.0,8.0,4.0,50.0,2.0,N
4.0,0.0,2.0,1.0,6.18,5.0,154.4,0.01,11.0,8.58,30.88,6.0,0.29,4.0,7.0,2.0,5.0,7.0,80.0,5.0,N
1.0,0.0,2.0,1.0,5.05,5.0,126.33,0.01,9.0,7.02,25.27,6.0,0.5,4.0,5.0,2.0,5.0,4.0,50.0,2.0,N
4.0,0.0,2.0,1.0,6.18,5.0,154.4,0.01,11.0,8.58,30.88,6.0,0.29,4.0,7.0,2.0,5.0,7.0,80.0,5.0,N
1.0,0.0,2.0,1.0,5.05,5.0,126.33,0.01,9.0,7.02,25.27,6.0,0.5,4.0,5.0,2.0,5.0,4.0,50.0,2.0,N
1.0,0.0,2.0,1.0,3.95,15.75,980.75,0.02,18.0,54.49,62.27,6.0,0.5,7.0,11.0,2.0,9.0,4.0,50.0,2.0,N
1.0,0.0,2.0,1.0,8.0,3.0,72.0,0.01,8.0,4.0,24.0,2.0,0.25,2.0,6.0,2.0,6.0,4.0,50.0,2.0,N
1.0,0.0,2.0,1.0,8.0,3.0,72.0,0.01,8.0,4.0,24.0,2.0,0.25,2.0,6.0,2.0,6.0,4.0,50.0,2.0,N
1.0,0.0,2.0,1.0,8.0,3.0,72.0,0.01,8.0,4.0,24.0,2.0,0.25,2.0,6.0,2.0,6.0,4.0,50.0,2.0,N
1.0,0.0,2.0,1.0,8.0,3.0,72.0,0.01,8.0,4.0,24.0,2.0,0.2,2.0,6.0,2.0,6.0,5.0,50.0,2.0,N
1.0,0.0,2.0,1.0,8.0,3.0,72.0,0.01,8.0,4.0,24.0,2.0,0.25,2.0,6.0,2.0,6.0,4.0,50.0,2.0,N
1.0,0.0,2.0,1.0,8.0,3.0,72.0,0.01,8.0,4.0,24.0,2.0,0.25,2.0,6.0,2.0,6.0,4.0,50.0,2.0,N
1.0,4.0,2.0,1.0,11.24,4.0,179.89,0.01,13.0,9.99,44.97,3.0,0.13,3.0,10.0,3.0,8.0,8.0,83.33,2.0,N
1.0,0.0,3.0,1.0,7.0,6.0,252.0,0.01,14.0,14.0,42.0,5.0,0.5,4.0,10.0,2.0,6.0,4.0,50.0,2.0,N
1.0,0.0,2.0,1.0,8.0,3.0,72.0,0.01,8.0,4.0,24.0,2.0,0.25,2.0,6.0,2.0,6.0,4.0,50.0,2.0,N
4.0,0.0,2.0,1.0,10.79,7.2,559.51,0.03,21.0,31.08,77.71,8.0,0.29,9.0,12.0,5.0,8.0,7.0,80.0,5.0,N
16.0,1.0,2.0,4.0,15.54,13.0,2626.61,0.07,46.0,145.92,202.05,13.0,0.17,16.0,30.0,8.0,13.0,23.0,80.95,20.0,N
12.0,0.0,2.0,3.0,10.48,27.19,7748.01,0.09,63.0,430.45,284.98,13.0,0.24,29.0,34.0,8.0,15.0,17.0,80.0,15.0,N
12.0,0.0,2.0,3.0,13.08,24.8,8043.39,0.11,69.0,446.86,324.33,14.0,0.24,31.0,38.0,10.0,16.0,17.0,80.0,15.0,N
2.0,5.0,2.0,1.0,9.0,3.0,81.0,0.01,9.0,4.5,27.0,6.0,0.2,2.0,7.0,2.0,6.0,10.0,87.5,3.0,N
2.0,4.0,2.0,2.0,8.98,2.5,56.15,0.01,8.0,3.12,22.46,6.0,0.2,2.0,6.0,2.0,5.0,10.0,75.0,4.0,N
1.0,4.0,2.0,1.0,6.97,5.0,174.35,0.01,11.0,9.69,34.87,6.0,0.25,5.0,6.0,3.0,6.0,8.0,83.33,2.0,N
3.0,0.0,2.0,1.0,15.0,2.0,60.0,0.01,10.0,3.33,30.0,6.0,0.33,4.0,6.0,4.0,4.0,6.0,75.0,4.0,N
3.0,0.0,2.0,1.0,9.77,7.2,506.22,0.02,19.0,28.12,70.31,9.0,0.33,9.0,10.0,5.0,8.0,6.0,75.0,4.0,N
8.0,0.0,2.0,1.0,14.12,17.85,4498.36,0.08,53.0,249.91,252.01,8.0,0.27,21.0,32.0,10.0,17.0,11.0,88.89,9.0,N
5.0,0.0,2.0,1.0,10.04,17.5,3074.62,0.06,40.0,170.81,175.69,5.0,0.25,14.0,26.0,6.0,15.0,8.0,83.33,6.0,N
14.0,2.0,2.0,3.0,9.4,27.43,7072.27,0.09,57.0,392.9,257.83,15.0,0.24,24.0,33.0,7.0,16.0,21.0,84.21,17.0,N
11.0,4.0,2.0,2.0,20.91,14.06,4130.8,0.1,68.0,229.49,293.89,20.0,0.16,23.0,45.0,9.0,11.0,19.0,88.24,13.0,N
10.0,12.0,2.0,3.0,16.71,15.75,4143.93,0.09,59.0,230.22,263.11,19.0,0.15,18.0,41.0,8.0,14.0,27.0,88.0,13.0,N
7.0,9.0,2.0,1.0,26.49,7.54,1505.47,0.07,42.0,83.64,199.71,14.0,0.11,14.0,28.0,13.0,14.0,19.0,94.12,8.0,N
17.0,8.0,2.0,2.0,51.96,5.57,1612.97,0.1,59.0,89.61,289.51,22.0,0.14,26.0,33.0,21.0,9.0,29.0,92.59,19.0,N
4.0,0.0,2.0,1.0,12.33,4.8,284.19,0.02,16.0,15.79,59.21,7.0,0.29,6.0,10.0,5.0,8.0,7.0,80.0,5.0,N
4.0,0.0,2.0,1.0,13.87,4.67,302.05,0.02,17.0,16.78,64.73,7.0,0.29,7.0,10.0,6.0,8.0,7.0,80.0,5.0,N
2.0,0.0,2.0,1.0,6.16,10.67,701.11,0.02,19.0,38.95,65.73,8.0,0.4,8.0,11.0,3.0,8.0,5.0,66.67,3.0,N
4.0,0.0,2.0,1.0,12.33,4.8,284.19,0.02,16.0,15.79,59.21,7.0,0.29,6.0,10.0,5.0,8.0,7.0,80.0,5.0,N
4.0,0.0,2.0,1.0,13.87,4.67,302.05,0.02,17.0,16.78,64.73,7.0,0.29,7.0,10.0,6.0,8.0,7.0,80.0,5.0,N
2.0,0.0,2.0,1.0,6.16,10.67,701.11,0.02,19.0,38.95,65.73,8.0,0.4,8.0,11.0,3.0,8.0,5.0,66.67,3.0,N
4.0,0.0,3.0,1.0,15.9,5.79,532.29,0.03,23.0,29.57,92.0,9.0,0.43,9.0,14.0,7.0,9.0,7.0,80.0,5.0,N
4.0,0.0,3.0,1.0,17.44,5.63,551.81,0.03,24.0,30.66,98.1,9.0,0.38,10.0,14.0,8.0,9.0,8.0,80.0,5.0,N
3.0,0.0,2.0,1.0,13.46,9.33,1172.67,0.04,33.0,65.15,125.64,15.0,0.5,14.0,19.0,6.0,8.0,6.0,75.0,4.0,N
4.0,0.0,2.0,1.0,12.33,4.8,284.19,0.02,16.0,15.79,59.21,7.0,0.29,6.0,10.0,5.0,8.0,7.0,80.0,5.0,N
4.0,0.0,2.0,1.0,13.87,4.67,302.05,0.02,17.0,16.78,64.73,7.0,0.29,7.0,10.0,6.0,8.0,7.0,80.0,5.0,N
2.0,0.0,2.0,1.0,6.16,10.67,701.11,0.02,19.0,38.95,65.73,8.0,0.4,8.0,11.0,3.0,8.0,5.0,66.67,3.0,N
4.0,0.0,2.0,1.0,12.33,4.8,284.19,0.02,16.0,15.79,59.21,7.0,0.29,6.0,10.0,5.0,8.0,7.0,80.0,5.0,N
4.0,0.0,2.0,1.0,13.87,4.67,302.05,0.02,17.0,16.78,64.73,7.0,0.29,7.0,10.0,6.0,8.0,7.0,80.0,5.0,N
2.0,0.0,2.0,1.0,6.16,10.67,701.11,0.02,19.0,38.95,65.73,8.0,0.4,8.0,11.0,3.0,8.0,5.0,66.67,3.0,N
4.0,0.0,2.0,1.0,12.33,4.8,284.19,0.02,16.0,15.79,59.21,7.0,0.29,6.0,10.0,5.0,8.0,7.0,80.0,5.0,N
4.0,0.0,2.0,1.0,13.87,4.67,302.05,0.02,17.0,16.78,64.73,7.0,0.29,7.0,10.0,6.0,8.0,7.0,80.0,5.0,N
2.0,0.0,2.0,1.0,6.16,10.67,701.11,0.02,19.0,38.95,65.73,8.0,0.4,8.0,11.0,3.0,8.0,5.0,66.67,3.0,N
6.0,0.0,2.0,4.0,8.31,9.17,698.02,0.03,20.0,38.78,76.15,9.0,0.25,5.0,15.0,3.0,11.0,12.0,60.0,10.0,N
4.0,0.0,2.0,2.0,8.54,5.83,290.67,0.02,15.0,16.14,49.83,8.0,0.38,5.0,10.0,3.0,7.0,8.0,66.67,6.0,N
3.0,0.0,2.0,2.0,12.14,5.33,345.2,0.02,17.0,19.18,64.73,6.0,0.29,8.0,9.0,6.0,8.0,7.0,60.0,5.0,N
3.0,0.0,2.0,1.0,13.88,4.8,319.72,0.02,18.0,17.76,66.61,6.0,0.33,6.0,12.0,5.0,8.0,6.0,75.0,4.0,N
3.0,0.0,2.0,1.0,13.88,4.8,319.72,0.02,18.0,17.76,66.61,6.0,0.33,6.0,12.0,5.0,8.0,6.0,75.0,4.0,N
2.0,0.0,3.0,1.0,9.34,6.67,415.13,0.02,18.0,23.06,62.27,5.0,0.4,5.0,13.0,3.0,8.0,5.0,66.67,3.0,N
3.0,0.0,2.0,1.0,13.88,4.8,319.72,0.02,18.0,17.76,66.61,6.0,0.33,6.0,12.0,5.0,8.0,6.0,75.0,4.0,N
3.0,0.0,2.0,1.0,13.88,4.8,319.72,0.02,18.0,17.76,66.61,6.0,0.33,6.0,12.0,5.0,8.0,6.0,75.0,4.0,N
3.0,0.0,2.0,1.0,13.88,4.8,319.72,0.02,18.0,17.76,66.61,6.0,0.33,6.0,12.0,5.0,8.0,6.0,75.0,4.0,N
3.0,0.0,2.0,1.0,13.88,4.8,319.72,0.02,18.0,17.76,66.61,6.0,0.33,6.0,12.0,5.0,8.0,6.0,75.0,4.0,N
1.0,0.0,2.0,1.0,11.41,2.5,71.32,0.01,9.0,3.96,28.53,6.0,0.5,4.0,5.0,4.0,5.0,4.0,50.0,2.0,N
1.0,0.0,2.0,1.0,9.51,3.0,85.59,0.01,9.0,4.75,28.53,6.0,0.5,3.0,6.0,3.0,6.0,4.0,50.0,2.0,N
3.0,0.0,3.0,2.0,18.2,5.5,550.43,0.03,24.0,30.58,100.08,8.0,0.43,11.0,13.0,9.0,9.0,7.0,60.0,5.0,N
3.0,0.0,2.0,2.0,20.31,3.38,231.3,0.02,18.0,12.85,68.53,6.0,0.29,9.0,9.0,8.0,6.0,7.0,60.0,5.0,N
5.0,0.0,2.0,3.0,24.31,4.28,444.89,0.03,26.0,24.72,104.0,8.0,0.2,11.0,15.0,9.0,7.0,10.0,62.5,8.0,N
1.0,0.0,3.0,1.0,11.07,4.38,211.89,0.02,14.0,11.77,48.43,5.0,0.5,5.0,9.0,4.0,7.0,4.0,50.0,2.0,N
1.0,0.0,3.0,1.0,11.07,4.38,211.89,0.02,14.0,11.77,48.43,5.0,0.5,5.0,9.0,4.0,7.0,4.0,50.0,2.0,N
1.0,0.0,3.0,1.0,11.07,4.38,211.89,0.02,14.0,11.77,48.43,5.0,0.5,5.0,9.0,4.0,7.0,4.0,50.0,2.0,N
1.0,0.0,3.0,1.0,11.07,4.38,211.89,0.02,14.0,11.77,48.43,5.0,0.5,5.0,9.0,4.0,7.0,4.0,50.0,2.0,N
2.0,4.0,2.0,1.0,8.0,3.0,72.0,0.01,8.0,4.0,24.0,5.0,0.22,2.0,6.0,2.0,6.0,9.0,85.71,3.0,N
2.0,0.0,2.0,1.0,9.51,3.0,85.59,0.01,9.0,4.75,28.53,5.0,0.4,3.0,6.0,3.0,6.0,5.0,66.67,3.0,N
4.0,4.0,2.0,1.0,11.72,6.0,421.94,0.02,18.0,23.44,70.32,10.0,0.27,8.0,10.0,6.0,9.0,11.0,88.89,5.0,N
1.0,0.0,3.0,1.0,10.3,4.0,164.84,0.01,13.0,9.16,41.21,5.0,0.5,4.0,9.0,3.0,6.0,4.0,50.0,2.0,N
7.0,0.0,2.0,3.0,23.36,5.25,643.78,0.04,30.0,35.77,122.62,9.0,0.25,15.0,15.0,10.0,7.0,12.0,70.0,10.0,N
7.0,0.0,2.0,3.0,26.21,5.09,679.32,0.04,32.0,37.74,133.44,9.0,0.25,16.0,16.0,11.0,7.0,12.0,70.0,10.0,N
2.0,0.0,2.0,1.0,9.49,3.5,116.27,0.01,10.0,6.46,33.22,5.0,0.4,3.0,7.0,3.0,7.0,5.0,66.67,3.0,N
2.0,0.0,2.0,1.0,9.49,3.5,116.27,0.01,10.0,6.46,33.22,6.0,0.4,3.0,7.0,3.0,7.0,5.0,66.67,3.0,N
3.0,4.0,2.0,1.0,7.4,5.83,251.91,0.01,13.0,14.0,43.19,5.0,0.2,5.0,8.0,3.0,7.0,10.0,87.5,4.0,N
1.0,0.0,2.0,1.0,6.55,3.0,58.95,0.01,7.0,3.28,19.65,3.0,0.25,1.0,6.0,1.0,6.0,4.0,50.0,2.0,N
18.0,2.0,2.0,2.0,27.79,11.33,3570.0,0.11,63.0,198.33,315.0,22.0,0.33,20.0,43.0,15.0,17.0,24.0,90.91,20.0,N
12.0,3.0,2.0,3.0,16.58,12.57,2621.1,0.07,50.0,145.62,208.5,17.0,0.15,16.0,34.0,7.0,11.0,20.0,83.33,15.0,N
1.0,0.0,2.0,1.0,5.99,3.75,84.22,0.01,8.0,4.68,22.46,5.0,0.5,3.0,5.0,2.0,5.0,4.0,50.0,2.0,N
4.0,0.0,2.0,1.0,10.03,17.33,3014.58,0.06,39.0,167.48,173.92,14.0,0.43,13.0,26.0,6.0,16.0,7.0,80.0,5.0,N
6.0,0.0,2.0,2.0,16.65,4.67,362.64,0.03,21.0,20.15,77.71,7.0,0.2,8.0,13.0,6.0,7.0,10.0,75.0,8.0,N
7.0,0.0,2.0,2.0,19.99,4.0,319.82,0.03,21.0,17.77,79.95,8.0,0.18,8.0,13.0,7.0,7.0,11.0,77.78,9.0,N
13.0,1.0,2.0,2.0,11.84,26.39,8245.95,0.1,65.0,458.11,312.48,18.0,0.22,25.0,40.0,9.0,19.0,18.0,87.5,15.0,N
20.0,5.0,2.0,4.0,20.14,22.1,9834.5,0.15,89.0,546.36,445.0,30.0,0.19,39.0,50.0,15.0,17.0,31.0,86.21,24.0,N
6.0,1.0,2.0,3.0,11.06,11.14,1372.69,0.04,29.0,76.26,123.19,7.0,0.17,13.0,16.0,7.0,12.0,12.0,70.0,9.0,N
8.0,1.0,2.0,3.0,13.21,17.1,3863.67,0.08,47.0,214.65,225.95,13.0,0.2,19.0,28.0,10.0,18.0,15.0,75.0,11.0,N
8.0,1.0,2.0,3.0,14.42,17.18,4256.92,0.08,51.0,236.5,247.76,14.0,0.2,21.0,30.0,11.0,18.0,15.0,75.0,11.0,N
9.0,1.0,2.0,3.0,13.36,17.94,4301.69,0.08,51.0,238.98,239.72,15.0,0.2,19.0,32.0,9.0,17.0,15.0,76.92,12.0,N
4.0,0.0,3.0,1.0,15.9,5.79,532.29,0.03,23.0,29.57,92.0,9.0,0.38,9.0,14.0,7.0,9.0,8.0,80.0,5.0,N
5.0,0.0,3.0,2.0,16.59,5.79,555.43,0.03,24.0,30.86,96.0,9.0,0.3,9.0,15.0,7.0,9.0,10.0,71.43,7.0,N
16.0,1.0,2.0,2.0,13.97,34.36,16494.55,0.16,96.0,916.36,480.0,26.0,0.24,36.0,60.0,11.0,21.0,21.0,89.47,18.0,N
9.0,1.0,2.0,3.0,18.47,17.0,5338.7,0.1,64.0,296.59,314.04,18.0,0.25,26.0,38.0,13.0,17.0,16.0,76.92,12.0,N
15.0,1.0,2.0,2.0,20.11,31.88,20434.13,0.21,124.0,1135.23,641.07,32.0,0.32,51.0,73.0,16.0,20.0,22.0,88.89,17.0,N
9.0,1.0,2.0,3.0,18.18,17.0,5255.28,0.1,63.0,291.96,309.13,18.0,0.24,26.0,37.0,13.0,17.0,17.0,76.92,12.0,N
10.0,1.0,2.0,3.0,14.36,24.56,8656.64,0.12,75.0,480.92,352.53,23.0,0.25,26.0,49.0,9.0,17.0,16.0,78.57,13.0,N
1.0,0.0,2.0,1.0,5.99,3.75,84.22,0.01,8.0,4.68,22.46,5.0,0.5,3.0,5.0,2.0,5.0,4.0,50.0,2.0,N
6.0,0.0,2.0,1.0,12.38,20.0,4951.76,0.08,54.0,275.1,247.59,20.0,0.44,24.0,30.0,9.0,15.0,9.0,85.71,7.0,N
8.0,0.0,2.0,2.0,14.11,15.17,3246.47,0.07,48.0,180.36,214.05,16.0,0.33,21.0,27.0,9.0,13.0,12.0,80.0,10.0,N
3.0,0.0,2.0,1.0,9.79,9.6,902.51,0.03,23.0,50.14,94.01,10.0,0.5,8.0,15.0,5.0,12.0,6.0,75.0,4.0,N
4.0,0.0,2.0,1.0,13.66,4.2,240.91,0.02,16.0,13.38,57.36,7.0,0.29,6.0,10.0,5.0,7.0,7.0,80.0,5.0,N
4.0,0.0,2.0,1.0,13.66,4.2,240.91,0.02,16.0,13.38,57.36,7.0,0.29,6.0,10.0,5.0,7.0,7.0,80.0,5.0,N
14.0,1.0,2.0,2.0,11.91,27.44,8971.59,0.11,68.0,498.42,326.9,19.0,0.21,26.0,42.0,9.0,19.0,19.0,88.24,16.0,N
6.0,0.0,2.0,1.0,13.75,16.0,3521.25,0.07,48.0,195.63,220.08,14.0,0.33,16.0,32.0,8.0,16.0,9.0,85.71,7.0,N
5.0,0.0,2.0,2.0,13.02,7.5,732.54,0.03,25.0,40.7,97.67,7.0,0.22,10.0,15.0,6.0,9.0,9.0,71.43,7.0,N
20.0,5.0,2.0,4.0,17.24,24.19,10090.27,0.14,85.0,560.57,417.09,29.0,0.19,37.0,48.0,13.0,17.0,31.0,86.21,24.0,N
8.0,1.0,2.0,3.0,8.83,23.14,4728.77,0.07,44.0,262.71,204.33,12.0,0.21,18.0,26.0,7.0,18.0,14.0,75.0,11.0,N
9.0,1.0,2.0,3.0,10.22,20.64,4353.75,0.07,46.0,241.87,210.91,14.0,0.2,17.0,29.0,7.0,17.0,15.0,76.92,12.0,N
13.0,1.0,2.0,3.0,20.03,8.57,1471.49,0.06,42.0,81.75,171.67,17.0,0.21,12.0,30.0,7.0,10.0,19.0,82.35,16.0,N
20.0,3.0,2.0,5.0,33.65,8.75,2576.12,0.1,60.0,143.12,294.41,19.0,0.17,20.0,40.0,16.0,14.0,30.0,82.14,25.0,N
22.0,13.0,2.0,2.0,102.3,4.13,1740.72,0.14,86.0,96.71,421.99,34.0,0.29,33.0,53.0,24.0,6.0,38.0,94.59,24.0,N
11.0,5.0,2.0,1.0,30.16,11.0,3648.78,0.11,69.0,202.71,331.71,20.0,0.21,22.0,47.0,14.0,14.0,19.0,94.12,12.0,N
8.0,3.0,2.0,1.0,16.47,10.67,1874.06,0.06,40.0,104.11,175.69,10.0,0.21,16.0,24.0,9.0,12.0,14.0,91.67,9.0,N
12.0,8.0,2.0,1.0,24.76,15.0,5570.02,0.12,79.0,309.45,371.33,9.0,0.08,30.0,49.0,13.0,13.0,26.0,95.24,13.0,Y
4.0,2.0,2.0,1.0,10.8,13.33,1920.0,0.05,36.0,106.67,144.0,7.0,0.22,16.0,20.0,6.0,10.0,9.0,85.71,5.0,N
4.0,2.0,2.0,1.0,12.68,11.25,1604.52,0.05,33.0,89.14,142.62,8.0,0.22,15.0,18.0,8.0,12.0,9.0,85.71,5.0,N
11.0,5.0,2.0,2.0,31.06,13.76,5884.44,0.14,88.0,326.91,427.5,15.0,0.15,39.0,49.0,17.0,12.0,20.0,88.89,13.0,N
32.0,4.0,2.0,4.0,55.58,30.67,52269.23,0.57,299.0,2903.85,1704.43,23.0,0.12,138.0,161.0,36.0,16.0,42.0,90.0,36.0,N
4.0,2.0,2.0,1.0,12.68,11.25,1604.52,0.05,33.0,89.14,142.62,8.0,0.22,15.0,18.0,8.0,12.0,9.0,85.71,5.0,N
9.0,4.0,2.0,3.0,33.8,9.0,2738.04,0.1,62.0,152.11,304.23,20.0,0.12,27.0,35.0,18.0,12.0,17.0,81.25,12.0,N
3.0,0.0,3.0,1.0,11.4,6.67,506.67,0.03,19.0,28.15,76.0,6.0,0.5,8.0,11.0,6.0,10.0,6.0,75.0,4.0,N
5.0,0.0,2.0,1.0,8.0,15.0,1800.0,0.04,30.0,100.0,120.0,7.0,0.25,10.0,20.0,4.0,12.0,8.0,83.33,6.0,N
22.0,0.0,2.0,5.0,28.73,23.21,15477.01,0.22,128.0,859.83,666.81,31.0,0.21,49.0,79.0,19.0,18.0,29.0,81.48,27.0,N
5.0,0.0,2.0,1.0,13.18,4.2,232.47,0.02,16.0,12.92,55.35,7.0,0.25,7.0,9.0,5.0,6.0,8.0,83.33,6.0,N
3.0,0.0,3.0,1.0,11.4,6.67,506.67,0.03,19.0,28.15,76.0,6.0,0.5,8.0,11.0,6.0,10.0,6.0,75.0,4.0,N
4.0,0.0,2.0,1.0,11.97,7.86,738.66,0.03,23.0,41.04,94.01,11.0,0.43,11.0,12.0,7.0,10.0,7.0,80.0,5.0,N
2.0,0.0,2.0,1.0,6.04,5.25,166.42,0.01,10.0,9.25,31.7,5.0,0.4,3.0,7.0,2.0,7.0,5.0,66.67,3.0,N
4.0,0.0,2.0,3.0,7.35,8.0,470.48,0.02,17.0,26.14,58.81,7.0,0.22,6.0,11.0,3.0,8.0,9.0,57.14,7.0,N
2.0,0.0,2.0,2.0,7.83,4.67,170.53,0.01,11.0,9.47,36.54,6.0,0.33,4.0,7.0,3.0,7.0,6.0,50.0,4.0,N
16.0,2.0,2.25,1.0,27.77,17.65,8647.06,0.16,98.0,480.39,490.0,25.0,0.29,40.0,58.0,17.0,15.0,21.0,94.74,17.0,N
13.0,0.0,2.0,4.0,19.75,11.45,2590.77,0.08,50.0,143.93,226.18,20.0,0.21,21.0,29.0,11.0,12.0,19.0,76.47,17.0,N
21.0,0.0,2.67,4.0,26.35,22.37,13183.31,0.2,114.0,732.41,589.37,35.0,0.39,50.0,64.0,19.0,17.0,28.0,84.0,25.0,N
2.0,0.0,2.0,1.0,12.5,7.5,703.24,0.03,24.0,39.07,93.77,9.0,0.4,10.0,14.0,6.0,9.0,5.0,66.67,3.0,N
6.0,0.0,2.0,2.0,14.88,5.25,410.22,0.03,20.0,22.79,78.14,8.0,0.2,7.0,13.0,6.0,9.0,10.0,75.0,8.0,N
6.0,0.0,2.0,3.0,14.94,10.13,1531.27,0.05,37.0,85.07,151.24,12.0,0.15,18.0,19.0,8.0,9.0,13.0,66.67,9.0,N
10.0,0.0,3.0,2.0,17.53,13.85,3361.23,0.08,49.0,186.74,242.76,13.0,0.36,20.0,29.0,13.0,18.0,14.0,83.33,12.0,N
6.0,0.0,2.0,1.0,13.54,7.5,761.84,0.03,26.0,42.32,101.58,6.0,0.22,10.0,16.0,6.0,9.0,9.0,85.71,7.0,N
7.0,0.0,3.0,1.0,16.4,9.1,1358.43,0.05,33.0,75.47,149.28,8.0,0.27,14.0,19.0,10.0,13.0,11.0,87.5,8.0,N
2.0,0.0,2.0,1.0,13.14,6.67,583.79,0.03,23.0,32.43,87.57,9.0,0.4,10.0,13.0,6.0,8.0,5.0,66.67,3.0,N
9.0,0.0,2.0,2.0,15.51,9.75,1474.86,0.05,35.0,81.94,151.27,11.0,0.23,13.0,22.0,8.0,12.0,13.0,81.82,11.0,N
6.0,0.0,2.0,3.0,14.94,10.13,1531.27,0.05,37.0,85.07,151.24,12.0,0.15,18.0,19.0,8.0,9.0,13.0,66.67,9.0,N
10.0,0.0,2.5,2.0,17.63,12.0,2538.28,0.07,44.0,141.02,211.52,13.0,0.29,18.0,26.0,12.0,16.0,14.0,83.33,12.0,N
3.0,0.0,2.0,1.0,24.0,5.83,816.67,0.05,35.0,45.37,140.0,15.0,0.5,15.0,20.0,9.0,7.0,6.0,75.0,4.0,N
9.0,0.0,2.5,2.0,19.24,10.2,2001.39,0.07,44.0,111.19,196.21,15.0,0.31,17.0,27.0,10.0,12.0,13.0,81.82,11.0,N
8.0,0.0,2.0,3.0,29.93,9.54,2723.24,0.1,65.0,151.29,285.5,19.0,0.2,31.0,34.0,13.0,8.0,15.0,72.73,11.0,N
10.0,0.0,3.0,2.0,20.85,12.0,3003.02,0.08,51.0,166.83,250.25,16.0,0.33,21.0,30.0,14.0,16.0,15.0,83.33,12.0,N
6.0,0.0,2.0,1.0,11.82,7.2,612.79,0.03,23.0,34.04,85.11,6.0,0.22,9.0,14.0,5.0,8.0,9.0,85.71,7.0,N
9.0,0.0,3.0,1.0,20.03,13.36,3573.39,0.09,54.0,198.52,267.53,12.0,0.38,22.0,32.0,14.0,17.0,13.0,90.0,10.0,N
2.0,0.0,2.0,1.0,13.14,6.67,583.79,0.03,23.0,32.43,87.57,9.0,0.4,10.0,13.0,6.0,8.0,5.0,66.67,3.0,N
6.0,0.0,2.0,2.0,14.88,5.25,410.22,0.03,20.0,22.79,78.14,8.0,0.2,7.0,13.0,6.0,9.0,10.0,75.0,8.0,N
6.0,0.0,2.0,3.0,14.94,10.13,1531.27,0.05,37.0,85.07,151.24,12.0,0.15,18.0,19.0,8.0,9.0,13.0,66.67,9.0,N
10.0,0.0,2.5,2.0,17.63,12.0,2538.28,0.07,44.0,141.02,211.52,13.0,0.29,18.0,26.0,12.0,16.0,14.0,83.33,12.0,N
2.0,0.0,2.0,1.0,3.48,4.0,55.73,0.0,6.0,3.1,13.93,5.0,0.4,2.0,4.0,1.0,4.0,5.0,66.67,3.0,N
8.0,1.0,2.0,3.0,16.37,6.87,774.04,0.04,27.0,43.0,112.59,6.0,0.14,11.0,16.0,8.0,10.0,14.0,75.0,11.0,N
7.0,1.0,2.0,3.0,12.0,8.33,833.33,0.03,25.0,46.3,100.0,10.0,0.23,10.0,15.0,6.0,10.0,13.0,72.73,10.0,N
9.0,1.0,2.0,3.0,14.31,10.0,1430.61,0.05,35.0,79.48,143.06,13.0,0.27,14.0,21.0,7.0,10.0,15.0,76.92,12.0,N
9.0,1.0,2.0,3.0,14.31,10.0,1430.61,0.05,35.0,79.48,143.06,13.0,0.27,14.0,21.0,7.0,10.0,15.0,76.92,12.0,N
10.0,2.0,2.0,3.0,24.04,11.0,2908.45,0.09,55.0,161.58,264.4,17.0,0.24,22.0,33.0,14.0,14.0,17.0,80.0,13.0,N
8.0,1.0,2.0,3.0,15.73,8.75,1204.07,0.05,33.0,66.89,137.61,13.0,0.29,14.0,19.0,8.0,10.0,14.0,75.0,11.0,N
3.0,0.0,2.0,1.0,7.78,11.25,985.15,0.03,23.0,54.73,87.57,10.0,0.5,9.0,14.0,4.0,10.0,6.0,75.0,4.0,N
3.0,0.0,2.0,1.0,7.03,16.5,1914.0,0.04,29.0,106.33,116.0,10.0,0.5,11.0,18.0,4.0,12.0,6.0,75.0,4.0,N
6.0,0.0,2.0,1.0,11.82,7.2,612.79,0.03,23.0,34.04,85.11,6.0,0.22,9.0,14.0,5.0,8.0,9.0,85.71,7.0,N
7.0,0.0,3.0,1.0,16.4,9.1,1358.43,0.05,33.0,75.47,149.28,8.0,0.27,14.0,19.0,10.0,13.0,11.0,87.5,8.0,N
